name,survey,theta_E_pub,prom_native,prom_euclid,frac_euc_v3_inc@euclid,frac_euc_v3_res@euclid,frac_hyb_v2@native,frac_m3@native,frac_paltas_v1@native,frac_pathb_ens@native,frac_pathb_inc@native,frac_pathb_res@native,frac_sel_ens@euclid,frac_sel_inc@euclid,frac_sel_res@euclid,frac_v3_inc@native,frac_v3_res@native,fail_euc_v3_inc@euclid,fail_euc_v3_res@euclid,fail_hyb_v2@native,fail_m3@native,fail_paltas_v1@native,fail_pathb_ens@native,fail_pathb_inc@native,fail_pathb_res@native,fail_sel_ens@euclid,fail_sel_inc@euclid,fail_sel_res@euclid,fail_v3_inc@native,fail_v3_res@native,nfail_native_cur,nfail_euclid_cur,excluded
J1531-0105,SLACS,1.7100000381469727,56.5550072403329,54.57943812706396,0.0003508771929824175,-0.0076608187134502275,-0.030409356725146226,-0.48900584795321633,-0.04000000000000001,0.026666666666666717,0.043040935672514685,0.010292397660818749,0.007192982456140338,0.009707602339181257,0.00467836257309942,-0.0017543859649122174,0.00467836257309942,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
J1538+5817,SLACS,1.0,419.8165052466288,338.31227633270004,0.1882999999999999,0.10909999999999997,-0.05600000000000005,-0.04910000000000003,0.09099999999999997,0.04614999999999991,0.06600000000000006,0.02629999999999999,0.015249999999999986,0.017900000000000027,0.012599999999999945,0.03820000000000001,0.1693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
J1621+3931,SLACS,1.2899999618530273,67.53294371876736,59.64860576832627,-0.011162790697674395,-0.015891472868217026,-0.04457364341085279,-0.16519379844961246,-0.033875968992248116,-0.023837209302325624,-0.026124031007751986,-0.02155038759689926,-0.006899224806201651,-0.001860465116279037,-0.011937984496124094,-0.01627906976744196,-0.0075193798449612725,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
J1627-0053,SLACS,1.2300000190734863,162.51857530143857,128.70486305822365,0.0012195121951219974,-0.005528455284552779,-0.01065040650406495,-0.07772357723577228,-0.014552845528455307,0.003048780487804813,-0.002032520325203209,0.008130081300813016,-0.0005284552845526971,-0.00040650406504060563,-0.000650406504064969,-0.013089430894308945,-0.00634146341463417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
J1630+4520,SLACS,1.7799999713897705,108.80813360863472,70.7575620001512,-0.13522471910112366,-0.131123595505618,-0.2955056179775281,-0.4316853932584269,-0.4907303370786517,0.012668539325842736,0.008483146067415669,0.016853932584269676,0.04407303370786512,0.0507865168539326,0.03735955056179775,-0.35432584269662926,-0.13376404494382022,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
J1636+4707,SLACS,1.090000033378601,184.548832790344,173.2698979187652,-0.27688073394495416,-0.25394495412844037,-0.30385321100917434,-0.08807339449541292,-0.10385321100917437,-0.15545871559633034,-0.24504587155963312,-0.0658715596330276,-0.0034403669724769907,0.01110091743119266,-0.017981651376146844,-0.25715596330275237,-0.35412844036697255,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,False
J2238-0754,SLACS,1.2699999809265137,0.0,0.0,-0.00496062992125982,-0.00039370078740153143,-0.11440944881889763,-0.2682677165354331,-0.11755905511811023,-0.010984251968503864,-0.023858267716535427,0.0018897637795275257,-0.011220472440944958,-0.017244094488189,-0.00519685039370074,-0.0009448818897638503,0.001417322834645688,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
J2300+0022,SLACS,1.2400000095367432,88.70139118415172,90.55735300586012,0.0343548387096774,-0.002983870967741965,0.02209677419354846,-0.06887096774193542,0.02298387096774191,-0.012661290322580683,-0.016854838709677356,-0.008467741935483834,-0.022177419354838773,-0.017500000000000043,-0.026854838709677326,0.0033870967741935335,0.0008870967741936298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
J2303+1422,SLACS,1.6200000047683716,0.0,0.0,-0.04030864197530872,-0.07148148148148155,-0.06882716049382726,-0.42141975308641977,-0.0555555555555556,-0.15524691358024695,-0.1448148148148149,-0.1656790123456791,-0.1005864197530865,-0.09240740740740751,-0.1087654320987655,-0.05271604938271613,-0.08919753086419757,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False
J2321-0939,SLACS,1.600000023841858,62.17004331871149,58.315146786183185,-0.031000000000000055,-0.016625000000000112,-0.02881250000000002,-0.3664375,-0.02350000000000005,0.023437500000000056,0.017625000000000002,0.02924999999999997,0.029937499999999895,0.03275,0.027124999999999927,-0.053687500000000055,-0.01899999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
J2341+0000,SLACS,1.440000057220459,22.44122754606283,20.266482153140917,-0.07902777777777771,-0.14791666666666659,-0.0446527777777778,-0.06631944444444439,-0.1071527777777777,-0.06270833333333337,-0.027708333333333366,-0.09770833333333337,-0.03916666666666667,-0.030416666666666557,-0.047916666666666635,-0.10020833333333325,-0.08854166666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SDSSJ0143-1006,S4TM,1.2300000190734863,154.75272607314236,122.96959931317146,0.29699186991869914,0.06146341463414643,-0.13999999999999993,0.38000000000000006,0.14707317073170736,0.2891869918699188,0.2859349593495936,0.29243902439024383,0.4060975609756096,0.3741463414634146,0.4380487804878048,-0.1419512195121952,-0.33674796747967484,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,False
SDSSJ0159-0006,S4TM,0.9200000166893005,21.05018366026864,46.54005031420461,-0.10717391304347827,0.029130434782608624,-0.08934782608695657,-0.20065217391304346,0.060108695652173805,-0.0851630434782609,-0.17304347826086958,0.002717391304347768,0.009347826086956458,0.022391304347826033,-0.003695652173913119,0.05326086956521731,-0.0175,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
SDSSJ0324+0045,S4TM,0.550000011920929,291.74537920988,162.7134465674265,0.0018181818181818197,0.0014545454545452942,0.14799999999999983,0.7059999999999998,0.5185454545454545,0.012090909090909171,0.047818181818181794,-0.023636363636363657,0.025363636363636193,0.05418181818181807,-0.0034545454545454775,-0.0010909090909091725,0.031090909090909096,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SDSSJ0324-0110,S4TM,0.6299999952316284,9770.322587087612,7020.167498632533,0.02412698412698411,0.05492063492063486,0.2709523809523809,1.2263492063492065,0.8877777777777778,0.047857142857142876,-0.003650793650793601,0.09936507936507935,0.06928571428571441,0.06825396825396832,0.07031746031746032,-0.00936507936507939,-0.1412698412698412,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SDSSJ0753+3416,S4TM,1.2300000190734863,93.54164846464863,106.11355263132961,-0.019268292682926874,-0.0226016260162602,-0.0197560975609756,-0.037723577235772354,-0.07601626016260156,-0.005406504065040687,-0.008211382113821136,-0.002601626016260237,-8.130081300812112e-05,-0.01471544715447155,0.014552845528455307,-0.019349593495934996,0.002520325203252116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SDSSJ0754+1927,S4TM,1.0399999618530273,94.46354922428947,99.4631142133613,0.38971153846153844,0.27057692307692294,0.021538461538461513,-0.3958653846153847,0.2059615384615384,0.22201923076923064,0.23298076923076919,0.21105769230769234,0.21879807692307685,0.22499999999999998,0.2125961538461539,0.2225961538461539,-0.08682692307692312,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,False
SDSSJ0757+1956,S4TM,1.6200000047683716,262.46010744711396,136.25722662973206,0.13135802469135793,-0.0247530864197531,-0.008703703703703705,-0.28969135802469137,-0.0137037037037037,0.14876543209876536,0.08876543209876538,0.2087654320987653,0.25277777777777777,0.27728395061728384,0.22827160493827153,0.04666666666666659,-0.2701851851851853,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,False
SDSSJ0826+5630,S4TM,1.0099999904632568,108.34437271919451,108.01308754053551,-0.008217821782178192,-0.23019801980198024,-0.5046534653465347,0.5179207920792078,-0.10277227722772278,0.11108910891089116,0.28158415841584156,-0.05940594059405946,-0.14688118811881187,-0.13257425742574258,-0.16118811881188125,-0.05564356435643567,-0.5181188118811881,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,False
SDSSJ0847+2348,S4TM,0.9599999785423279,210.2203446381636,193.51975215861867,0.10927083333333333,0.06937499999999999,0.04104166666666666,0.14395833333333344,0.055312499999999924,-0.09708333333333329,-0.12822916666666667,-0.06593749999999991,-0.0021874999999999907,-0.012500000000000011,0.008125000000000032,-0.31781249999999994,-0.003229166666666658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
SDSSJ0851+0505,S4TM,0.9100000262260437,152.68435109893696,112.00253784761118,0.03879120879120879,-0.0038461538461539106,-0.0513186813186814,0.44736263736263726,0.024615384615384588,-0.025824175824175784,-0.07164835164835169,0.019999999999999993,0.06379120879120871,0.02450549450549449,0.10307692307692307,-0.020109890109890092,-0.06857142857142857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SDSSJ0920+3028,S4TM,0.699999988079071,97.15129211161351,61.01648440741605,-0.13742857142857137,-0.17842857142857146,-0.1219999999999999,0.9032857142857145,0.02314285714285713,-0.08035714285714274,-0.10999999999999995,-0.050714285714285684,0.10950000000000017,0.06000000000000006,0.1590000000000001,-0.08871428571428562,-0.09428571428571422,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False
SDSSJ0955+3014,S4TM,0.5400000214576721,34.290917172735845,32.189145432681585,2.1025925925925923,2.0564814814814816,-0.04814814814814819,0.18351851851851844,1.165185185185185,0.05851851851851844,0.13555555555555543,-0.018518518518518535,0.10000000000000009,0.14388888888888887,0.0561111111111111,0.08370370370370372,-0.09000000000000005,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SDSSJ0956+5539,S4TM,1.1699999570846558,235.66237487174786,201.4392483285312,-0.012393162393162358,-0.11307692307692296,-0.0028205128205126997,-0.4066666666666666,-0.029145299145299165,-0.058632478632478634,-0.09777777777777764,-0.01948717948717943,-0.04145299145299126,-0.045641025641025554,-0.03726495726495715,-0.3717094017094017,-0.007863247863247757,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
SDSSJ1010+3124,S4TM,1.1399999856948853,106.22181748077487,100.79051522867745,0.5720175438596493,0.6315789473684212,0.21394736842105266,-0.3684210526315789,0.27333333333333343,0.6805263157894738,0.6785087719298247,0.6825438596491229,0.682763157894737,0.6721929824561406,0.6933333333333334,0.46219298245614054,0.6592105263157896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,False
SDSSJ1031+3026,S4TM,0.8799999952316284,196.14937434918227,181.07397069573452,0.1723863636363637,0.07488636363636358,-0.015340909090909042,-0.08215909090909095,0.0552272727272727,0.09431818181818177,0.08113636363636366,0.10750000000000003,0.08823863636363637,0.0913636363636364,0.08511363636363632,0.09579545454545459,0.08556818181818186,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SDSSJ1040+3626,S4TM,0.5899999737739563,500.3894629343858,403.1582355837552,0.8340677966101697,0.036271186440678116,0.4108474576271188,0.31677966101694927,0.918135593220339,0.06474576271186462,-0.00644067796610155,0.13593220338983059,0.10822033898305097,0.037966101694915405,0.17847457627118654,0.1547457627118645,0.06949152542372888,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,False
SDSSJ1041+0112,S4TM,0.6000000238418579,131.78452870419395,115.89409973327624,0.0004999999999999449,0.027500000000000118,-0.0001666666666666483,0.3253333333333334,0.19066666666666676,0.040583333333333305,0.09966666666666679,-0.0185,0.08491666666666675,0.13016666666666676,0.03966666666666674,0.10516666666666674,0.010000000000000009,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SDSSJ1048+1313,S4TM,1.1799999475479126,31.443423843095687,23.419996028847258,0.09974576271186453,0.05457627118644069,-0.0998305084745762,-0.4359322033898305,-0.0424576271186441,0.041525423728813696,0.030169491525423794,0.0528813559322034,0.07194915254237287,0.06355932203389827,0.08033898305084745,0.055423728813559434,0.03533898305084752,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SDSSJ1051+4439,S4TM,0.9900000095367432,190.12212672456306,108.19753938991305,0.273030303030303,0.07171717171717167,0.08444444444444457,-0.07000000000000003,0.1224242424242424,0.033131313131313074,0.012929292929292851,0.05333333333333329,0.24156565656565654,0.24080808080808075,0.24232323232323233,0.11434343434343432,0.015757575757575817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,False
SDSSJ1056+4141,S4TM,0.7200000286102295,172.73258042860425,103.10470618756806,-0.16986111111111107,-0.13138888888888892,-0.22236111111111115,0.21902777777777788,-0.09972222222222218,-0.12798611111111105,-0.11124999999999993,-0.14472222222222217,-0.09847222222222217,-0.1023611111111111,-0.09458333333333326,-0.11847222222222213,-0.1679166666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
SDSSJ1101+1523,S4TM,1.1799999475479126,547.5689241510595,485.436535006682,0.41872881355932207,0.04194915254237297,-0.126864406779661,-0.09161016949152531,0.018050847457627202,-0.09707627118644062,-0.13644067796610174,-0.057711864406779514,-0.020847457627118607,-0.03449152542372878,-0.007203389830508435,0.04652542372881371,0.02381355932203391,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SDSSJ1116+0729,S4TM,0.8199999928474426,84.81256523967284,79.03800422328608,0.9458536585365853,0.9390243902439026,0.4778048780487806,0.028048780487804903,0.4564634146341463,0.8321341463414637,0.8221951219512196,0.8420731707317074,0.6462195121951222,0.6876829268292682,0.6047560975609758,0.7697560975609757,0.42585365853658547,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,False
SDSSJ1127+2312,S4TM,1.25,66.29536503227322,67.85373961173097,0.3423999999999999,0.17184000000000008,-0.17751999999999998,-0.526,-0.03184000000000005,0.03276000000000003,0.04624000000000006,0.01928000000000001,0.011639999999999873,0.009999999999999964,0.013279999999999959,-0.17856000000000005,-0.5604,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,False
SDSSJ1137+1818,S4TM,1.2899999618530273,570.7158731825523,471.8269889172764,-0.02705426356589142,-0.05124031007751942,-0.3877519379844962,-0.4536434108527132,0.040155038759689975,0.1544573643410854,0.19844961240310077,0.11046511627906982,0.05116279069767446,0.23480620155038756,-0.1324806201550388,-0.22790697674418606,-0.44372093023255815,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,False
SDSSJ1142+2509,S4TM,0.7900000214576721,735.5041402097105,167.02796982832186,1.4450632911392405,0.2418987341772151,-0.1516455696202532,-0.05202531645569623,0.28215189873417706,0.5213291139240507,1.0096202531645568,0.033037974683544316,0.023670886075949287,0.029367088607594932,0.017974683544303784,1.3308860759493668,0.40721518987341754,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,False
SDSSJ1144+0436,S4TM,0.7599999904632568,98.07498148908135,72.14689319979502,0.18026315789473685,0.3014473684210526,0.04078947368421056,-0.1723684210526316,0.09250000000000004,0.05809210526315778,0.032499999999999925,0.08368421052631578,0.11493421052631583,0.0957894736842105,0.13407894736842105,0.08960526315789466,0.08157894736842097,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SDSSJ1213+2930,S4TM,1.350000023841858,23.710330864943476,23.65063199463198,0.031703703703703665,0.02637037037037026,-0.034074074074074104,-0.05385185185185184,-0.0013333333333333509,-0.018555555555555568,-0.025407407407407403,-0.01170370370370373,-0.0024074074074075533,-0.014296296296296366,0.009481481481481424,0.014814814814814828,0.007703703703703677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SDSSJ1301+0834,S4TM,1.0,29.506733070012164,26.856610293578125,0.44100000000000006,0.34919999999999995,0.1896,-0.07789999999999997,0.2007000000000001,0.2309000000000001,0.4083000000000001,0.0535000000000001,0.0818500000000002,0.1261000000000001,0.03760000000000008,0.19680000000000009,0.2744,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,False
SDSSJ1330+1750,S4TM,1.0099999904632568,109.41162550152376,97.34344762236766,0.00207920792079207,0.11148514851485151,0.14782178217821781,-0.23930693069306933,0.194059405940594,0.009504950495049557,-0.021485148514851535,0.040495049504950434,0.03316831683168325,0.005049504950494933,0.061287128712871355,-0.006336633663366298,0.1678217821782178,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
SDSSJ1403+3309,S4TM,1.0199999809265137,61.8357914630276,66.58460051103091,0.01392156862745097,-0.018921568627451073,-0.07009803921568628,0.020784313725490083,-0.0733333333333333,-0.08338235294117653,-0.057941176470588274,-0.1088235294117647,-0.015980392156862727,0.03107843137254908,-0.06303921568627453,-0.040882352941176536,-0.05274509803921575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SDSSJ1430+6104,S4TM,1.0,128.13043823506055,119.64989357489206,0.1462000000000001,0.07099999999999995,-0.006399999999999961,-0.11009999999999998,-0.0027000000000000357,0.1765000000000001,9.999999999998899e-05,0.3529,0.18395000000000006,0.07780000000000009,0.2901,0.10820000000000007,-0.030000000000000027,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,False
SDSSJ1433+2835,S4TM,1.5299999713897705,212.08700110523438,208.32142265822839,0.026143790849673224,0.026013071895424875,0.009346405228758157,-0.17490196078431375,0.04895424836601305,0.01480392156862749,0.016797385620915067,0.012810457516339909,0.016732026143790893,0.01241830065359471,0.02104575163398693,0.006993464052287537,0.013202614379084964,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SDSSJ1541+3642,S4TM,1.1699999570846558,145.6223628326513,131.01070201775366,-0.029401709401709393,-0.06153846153846141,-0.06829059829059818,-0.06017094017094019,-0.08803418803418803,-0.04679487179487167,-0.06461538461538452,-0.02897435897435882,-0.01581196581196578,-0.016153846153846085,-0.015470085470085475,-0.08735042735042722,-0.09606837606837593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SDSSJ1543+2202,S4TM,0.7799999713897705,165.2333134497104,115.44900366758603,0.3380769230769231,0.17974358974358973,0.20999999999999994,0.39294871794871794,0.21628205128205122,0.14467948717948703,0.12820512820512817,0.16115384615384604,0.29115384615384626,0.2758974358974358,0.30641025641025627,0.0006410256410255704,0.019487179487179474,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,False
SDSSJ1550+2020,S4TM,1.0099999904632568,69.46757802700472,65.85449941398589,0.8137623762376238,0.8169306930693069,-0.21019801980198025,-0.24445544554455445,0.11297029702970306,0.8488118811881188,0.7712871287128712,0.9263366336633663,0.8296039603960397,0.7722772277227723,0.8869306930693068,0.4154455445544554,0.6092079207920792,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,False
SDSSJ1553+3004,S4TM,0.8399999737739563,236.71889620869916,127.19983584856702,0.6777380952380953,0.07011904761904769,0.08666666666666664,0.503095238095238,0.2689285714285716,0.46125,0.6427380952380952,0.27976190476190477,0.3872619047619048,0.4141666666666667,0.360357142857143,0.5689285714285716,-0.034761904761904765,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,False
SDSSJ1607+2147,S4TM,0.5699999928474426,224.8138866929093,92.07404494441329,1.2177192982456142,0.6059649122807019,0.3073684210526316,0.19473684210526335,0.6854385964912282,0.26,0.18403508771929844,0.3359649122807018,0.3209649122807019,0.3045614035087721,0.33736842105263165,0.13087719298245615,0.19701754385964926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,False
SDSSJ1633+1441,S4TM,1.3899999856948853,39.63785753767014,41.023044841966716,-0.06755395683453229,-0.10568345323740994,-0.43129496402877693,-0.2717985611510791,-0.236978417266187,-0.04061151079136683,-0.057482014388489114,-0.023741007194244546,-0.06341726618705033,-0.074820143884892,-0.0520143884892085,-0.17748201438848915,-0.150863309352518,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,False
SDSSJ2309-0039,S4TM,1.1399999856948853,154.00777420630217,88.44868603345249,0.2681578947368422,0.20631578947368429,-0.17166666666666658,0.20114035087719306,-0.12535087719298238,0.2763157894736844,0.4023684210526317,0.15026315789473685,0.2406140350877193,0.3617543859649124,0.11947368421052641,0.1363157894736844,0.10385964912280708,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,False
SDSSJ2324+0105,S4TM,0.5899999737739563,71.21120530277244,68.32164423189771,-0.09864406779661003,-0.07338983050847459,-0.0886440677966102,0.031186440677966245,0.06118644067796614,-0.006949152542372869,0.006779661016949159,-0.020677966101694898,-0.015254237288135608,-0.00644067796610155,-0.024067796610169476,-0.03491525423728806,-0.06728813559322028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
