stamp_id,name,src_index,sigma_v,sigma_err,z_l,mag,re_arcsec,q,pa_deg,prom,flag_arcy,iso_a3,iso_b3,iso_a4,iso_b4,iso_m3,iso_m4,iso_harm12,iso_nann,iso_drift_px,iso_q,iso_pa_deg,flag_iso_bad,flag_pair
327,G4B_00717,520,191.0,12.0,0.099,16.421,1.233,0.796,-11.0,150.4,1,0.00134,-0.00254,0.01873,0.00071,0.00334,0.01888,0.03417,10,0.95563,0.70878,-7.00404,0,0
328,G4B_00718,521,188.0,9.0,0.084,16.072,1.575,0.791,-13.0,123.7,1,0.00012,-0.00363,0.00676,0.00073,0.00927,0.01299,0.0608,10,1.49032,0.58466,-13.3777,0,0
329,G4B_00725,523,203.0,7.0,0.068,15.591,1.51,0.851,-13.7,39.5,1,-0.00039,0.00079,0.00267,0.00627,0.00156,0.00715,0.0023,10,0.03052,0.75705,-13.3589,0,0
330,G4B_00740,526,198.0,39.0,0.536,19.464,1.064,0.888,10.6,65.4,1,-0.00937,-0.00799,0.00371,0.01197,0.01505,0.01557,0.02468,10,0.9259,0.91036,-16.2979,0,0
331,G4B_00741,527,194.0,37.0,0.535,19.118,1.273,0.809,29.1,113.6,1,-0.02238,0.02242,-0.01527,-0.0002,0.05011,0.03095,0.15168,10,1.46177,0.71504,39.10051,0,1
332,G4B_00742,528,130.0,7.0,0.125,17.059,1.451,0.762,-70.2,54.8,1,-0.00054,0.00085,0.0003,-0.00619,0.00554,0.00681,0.00922,10,0.61655,0.6634,-69.34389,0,0
333,G4B_00743,529,220.0,18.0,0.273,17.835,1.727,0.813,68.1,110.4,1,-0.11337,-0.0261,0.00101,-0.02016,0.11607,0.04219,0.37112,10,0.11893,0.50923,63.78722,0,1
334,G4B_00747,530,227.0,19.0,0.334,17.881,0.925,0.898,-13.5,159.2,1,0.00516,-0.0042,-0.00271,-0.00071,0.00905,0.0057,0.0266,10,0.52367,0.88559,0.39904,0,0
335,G4B_00749,531,179.0,28.0,0.505,19.287,0.686,0.95,41.4,127.7,1,-0.00245,-0.00523,-0.00244,-0.00499,0.00646,0.00642,0.00322,10,0.53564,0.89815,22.50915,0,0
336,G4B_00751,532,189.0,9.0,0.13,16.821,1.408,0.971,29.0,67.7,1,0.00097,-0.00064,-0.00298,-0.00696,0.00377,0.00926,0.00274,10,0.14103,0.94717,27.10408,0,0
337,G4B_00756,534,243.0,31.0,0.398,18.576,0.645,0.754,17.9,562.2,1,-0.00081,-0.00275,0.02029,-0.00163,0.00457,0.02056,0.00258,10,0.22516,0.57922,14.06992,0,0
338,G4B_00759,536,249.0,20.0,0.318,17.359,1.63,0.9,75.1,37.2,1,-0.0056,9e-05,0.01029,0.01056,0.00833,0.01557,0.03752,10,0.77589,0.80862,75.62077,0,0
339,G4B_00760,537,245.0,17.0,0.318,17.93,0.933,0.837,-88.0,95.8,1,-0.0018,-0.00039,0.00567,0.00013,0.00502,0.00591,0.00924,10,0.51512,0.78185,-84.69992,0,0
340,G4B_00761,538,195.0,34.0,0.516,19.423,1.684,0.68,10.7,225.3,1,-0.00292,0.15207,-0.14503,0.6134,0.17551,0.64286,1.3452,7,7.12224,0.25,52.12354,0,1
341,G4B_00767,539,246.0,45.0,0.357,18.635,2.934,0.866,-49.2,52.9,1,-0.0198,0.09787,-0.03573,-0.00898,0.10145,0.06539,0.16585,10,2.81957,0.88896,-64.52908,0,1
342,G4B_00768,540,238.0,28.0,0.374,18.533,1.361,0.932,40.6,71.3,1,-0.00131,0.00106,-0.0101,0.00237,0.00814,0.01189,0.01408,10,0.19729,0.8879,46.53827,0,0
343,G4B_00769,541,234.0,24.0,0.374,18.155,1.694,0.76,80.5,197.0,1,-0.06392,0.05124,0.01623,-0.00223,0.08652,0.02761,0.22816,10,0.28216,0.56406,79.34865,0,1
344,G4B_00773,543,247.0,37.0,0.27,19.476,0.465,0.816,89.4,564.1,1,0.01041,-0.00028,0.01964,0.00594,0.01099,0.02123,0.01006,10,0.21205,0.6766,89.43831,0,0
345,G4B_00774,544,236.0,21.0,0.278,18.997,0.645,0.885,-29.7,156.5,1,0.00047,-0.00022,0.00366,-0.00408,0.00374,0.00689,0.00864,10,0.34814,0.83316,-65.50136,0,0
346,G4B_00781,546,210.0,18.0,0.288,18.6,0.785,0.566,-5.7,140.9,1,0.00156,0.00136,-0.00201,0.00038,0.00342,0.01576,0.00665,10,0.26441,0.74324,-0.62963,0,0
347,G4B_00783,547,192.0,18.0,0.273,18.739,0.729,0.813,-12.2,217.8,1,0.00522,-0.00121,0.00472,0.00333,0.00631,0.00523,0.00182,10,0.16241,0.67654,-4.35235,0,0
348,G4B_00789,549,148.0,17.0,0.277,18.068,3.632,0.839,32.7,35.4,1,-0.06912,-0.00173,0.24282,0.01808,0.19288,0.25025,0.56616,10,2.88377,0.59938,17.87192,0,1
349,G4B_00790,550,148.0,22.0,0.28,18.864,0.983,0.888,64.2,134.0,1,0.00775,0.0014,0.01553,-0.00703,0.01254,0.02316,0.00979,10,0.87932,0.89275,12.02656,0,0
350,G4B_00791,551,126.0,6.0,0.07,16.254,1.064,0.802,0.0,153.4,1,-0.00099,-0.00025,-0.00171,-0.01003,0.00258,0.01132,0.00685,10,0.28856,0.87494,25.79583,0,0
351,G4B_00793,552,152.0,28.0,0.483,19.62,0.649,0.761,62.5,1603.2,1,-0.00908,-0.00182,0.00187,0.01066,0.0133,0.01425,0.01593,10,0.40824,0.88926,86.11469,0,0
352,G4B_00797,554,193.0,32.0,0.509,19.371,1.089,0.758,27.1,453.5,1,0.0032,-0.00818,-0.00657,-0.00255,0.02793,0.01201,0.07467,10,1.062,0.50292,32.08022,0,0
353,G4B_00798,555,187.0,30.0,0.363,18.175,1.444,0.772,8.8,54.6,1,-0.00119,0.00095,0.01195,-0.00542,0.00319,0.01348,0.01095,10,0.17677,0.74039,7.98408,0,0
354,G4B_00799,556,236.0,15.0,0.18,16.831,1.399,0.767,12.5,59.2,1,-0.00107,-0.00048,0.00499,0.00039,0.00164,0.00566,0.01159,10,0.09142,0.6896,8.98892,0,0
355,G4B_00800,557,221.0,33.0,0.456,19.233,0.978,0.855,73.1,121.1,1,-0.00257,0.0021,-0.00341,0.00281,0.01254,0.00835,0.01459,10,0.72053,0.77549,60.42705,0,0
356,G4B_00801,558,195.0,38.0,0.504,19.582,1.231,0.79,70.2,119.1,1,-0.00299,0.02032,-0.00148,-0.0019,0.03349,0.02946,0.02588,10,1.18963,0.6125,95.72604,0,0
357,G4B_00804,560,193.0,23.0,0.276,17.378,4.666,0.751,47.7,57.6,1,-0.16415,-0.08608,0.09418,0.0539,0.47749,0.23001,2.16338,10,3.49907,0.25497,28.00128,0,1
358,G4B_00810,562,240.0,26.0,0.226,17.145,1.237,0.754,8.6,241.4,1,-0.01867,-0.00503,-0.00739,-0.00462,0.02525,0.01989,0.10616,10,1.09733,0.5745,-6.6566,0,1
359,G4B_00812,564,233.0,18.0,0.279,18.206,0.952,0.948,-33.6,81.7,1,0.00209,0.00113,-0.00306,0.00276,0.00431,0.0055,0.00267,10,0.13193,0.92399,-36.20162,0,0
360,G4B_00813,565,222.0,17.0,0.285,18.304,0.822,0.979,-76.1,76.1,1,0.00065,0.00031,0.00338,0.00065,0.00459,0.00383,0.0066,10,0.17285,1.0,-98.79239,0,0
361,G4B_00815,567,237.0,8.0,0.113,15.838,1.522,0.856,-17.2,60.4,1,0.00558,0.00352,-0.00424,0.00446,0.01025,0.00992,0.0639,10,0.6939,0.72726,-16.1498,0,0
362,G4B_00818,570,131.0,11.0,0.136,17.16,1.116,0.801,-23.6,164.9,1,0.0045,0.00253,0.00184,0.00337,0.00839,0.0043,0.00719,10,0.06577,0.7223,-26.7935,0,0
363,G4B_00820,572,202.0,39.0,0.488,19.05,1.45,0.961,41.9,0.0,0,-0.00308,-0.00526,-0.0101,-0.00436,0.00875,0.0153,0.00585,10,1.13603,0.95226,43.33506,0,0
364,G4B_00821,573,248.0,33.0,0.524,19.365,0.816,0.869,-61.7,119.2,1,-0.00152,0.00045,-0.00904,-0.00411,0.00397,0.01175,0.00504,10,0.43515,0.78005,-67.88633,0,0
365,G4B_00826,578,225.0,32.0,0.432,18.635,1.7,0.776,-51.8,84.6,1,-0.02969,0.00997,0.00606,-0.00074,0.03152,0.02689,0.13854,10,1.5424,0.56493,-37.66721,0,1
366,G4B_00828,580,187.0,8.0,0.111,16.196,1.377,0.969,85.4,318.9,1,-0.00018,0.00134,0.00727,0.00348,0.00188,0.00851,0.00669,10,0.1805,0.95684,78.79613,0,0
367,G4B_00829,581,154.0,30.0,0.512,19.634,0.664,0.815,2.7,194.4,1,-0.00362,0.00533,0.00675,0.00991,0.00798,0.02432,0.02209,10,0.31137,0.81968,-19.646,0,0
368,G4B_00833,585,217.0,39.0,0.456,19.467,0.978,0.707,53.8,198.0,1,-0.00364,0.0025,0.00486,0.00088,0.00788,0.00748,0.01452,10,0.24354,0.67817,61.05469,0,0
369,G4B_00834,586,175.0,13.0,0.137,16.965,1.225,0.824,-20.6,109.1,1,0.0005,-0.00029,0.00447,0.00569,0.00463,0.01123,0.02528,10,0.43925,0.74161,-14.36235,0,0
370,G4B_00837,588,136.0,7.0,0.072,16.301,1.13,0.897,32.2,239.2,1,-0.00027,0.00059,0.00024,-9e-05,0.00457,0.00281,0.00256,10,0.12368,0.81219,33.38968,0,0
371,G4B_00838,589,227.0,25.0,0.33,18.444,0.92,0.952,56.0,99.0,1,-0.00053,0.00063,0.00166,0.00544,0.00239,0.00685,0.00432,10,0.32047,0.89751,67.96545,0,0
372,G4B_00839,590,184.0,12.0,0.128,17.234,1.082,0.83,18.8,210.0,1,-0.00155,-0.00305,0.01386,-0.00393,0.00486,0.01447,0.00432,10,0.3007,0.65705,20.39677,0,0
373,G4B_00840,591,125.0,11.0,0.107,17.363,0.649,0.784,36.4,253.9,1,-0.00266,0.00154,-0.00106,0.00141,0.003,0.00376,0.01286,10,0.13615,0.73584,34.90435,0,0
374,G4B_00841,592,190.0,13.0,0.161,17.18,1.158,0.807,-67.6,101.4,1,-0.00237,-1e-05,0.00276,-0.00128,0.00333,0.00405,0.01075,10,0.10249,0.71676,-67.96265,0,0
375,G4B_00842,593,174.0,12.0,0.152,16.902,1.734,0.858,40.6,24.3,0,0.00034,-0.00143,-0.01176,-0.00179,0.0034,0.01201,0.00846,10,0.0826,0.74155,40.27634,0,0
376,G4B_00843,594,126.0,4.0,0.053,15.8,1.355,0.848,-20.8,102.0,1,5e-05,-0.00041,-0.00241,0.00211,0.00287,0.00895,0.00694,10,0.26027,0.75249,-22.89333,0,0
377,G4B_00844,595,240.0,34.0,0.449,18.901,1.399,0.869,-12.9,55.9,1,-0.01375,0.01221,0.01074,-0.0112,0.02343,0.02278,0.0502,10,0.64194,0.74826,-10.85681,0,0
378,G4B_00845,596,238.0,26.0,0.353,18.465,1.423,0.824,-6.7,89.2,1,0.00365,0.0041,0.00971,0.00859,0.01106,0.01313,0.06137,10,1.33367,0.85127,-13.33163,0,0
379,G4B_00846,597,209.0,6.0,0.081,15.536,2.595,0.866,9.1,56.6,1,-0.01838,0.03863,-0.00227,-0.03077,0.04117,0.03136,0.17591,10,4.75275,0.72992,22.59046,0,1
380,G4B_00847,598,207.0,30.0,0.54,19.097,1.63,0.92,51.7,28.4,1,-0.00533,-0.00164,0.00794,0.00265,0.01164,0.01608,0.02226,10,1.34942,0.93664,55.79503,0,0
381,G4B_00848,599,203.0,33.0,0.311,19.095,0.867,0.493,39.0,396.5,1,0.01479,0.0038,0.00522,-0.00666,0.01659,0.01513,0.04355,10,0.46897,0.5177,36.15303,0,0
382,G4B_00849,600,199.0,23.0,0.318,18.986,0.645,0.848,-56.3,31136.4,1,-0.00329,0.00353,5e-05,-0.00077,0.00496,0.00304,0.00381,10,0.06936,0.88317,-58.56985,0,0
383,G4B_00851,602,187.0,12.0,0.133,16.874,1.221,0.839,-82.1,183.5,1,0.00207,0.00077,0.00768,-0.00154,0.00265,0.0084,0.00413,10,0.08805,0.71325,-82.35847,0,0
384,G4B_00853,604,151.0,27.0,0.353,18.597,2.267,0.97,-26.5,4.6,0,0.01257,-0.00188,0.00121,-0.00683,0.02057,0.01422,0.11907,10,8.02238,0.88284,-33.4059,0,1
385,G4B_00855,605,215.0,31.0,0.494,19.253,0.861,0.917,-40.6,108.2,1,0.0025,0.00702,-0.00754,-2e-05,0.00749,0.00857,0.00998,10,0.35138,0.81556,-45.01659,0,0
386,G4B_00859,609,181.0,31.0,0.541,19.556,0.649,0.921,-26.3,87.2,1,0.00133,-0.00475,0.00309,0.00528,0.00894,0.00838,0.00222,10,0.12247,0.91215,-26.94445,0,0
387,G4B_00860,610,242.0,31.0,0.544,19.361,1.006,0.861,-67.6,353.6,1,0.00543,0.00036,0.04324,0.00206,0.01025,0.04422,0.01474,10,0.43045,0.5863,-69.55265,0,0
388,G4B_00861,611,235.0,24.0,0.443,18.112,2.687,0.901,-63.6,112.3,1,-0.00719,0.04512,-0.01282,-0.00658,0.06352,0.04178,0.1196,10,6.87115,0.8418,-88.08143,0,1
389,G4B_00865,614,231.0,36.0,0.495,19.447,0.749,0.699,25.1,405.8,1,-0.04396,-0.0051,0.03625,0.00353,0.0442,0.03659,0.16479,10,0.32722,0.49767,33.35332,0,1
390,G4B_00866,615,209.0,8.0,0.142,16.895,1.45,0.725,8.9,42.9,1,-0.00347,0.00594,-0.01616,-0.01251,0.0066,0.0211,0.01559,10,0.09203,0.6524,9.90938,0,0
391,G4B_00869,617,185.0,33.0,0.475,19.45,0.697,0.838,-24.9,123.8,1,0.00485,0.00028,-0.00104,-0.00433,0.01054,0.00905,0.00766,10,0.06942,0.78997,-42.58364,0,0
392,G4B_00870,618,209.0,14.0,0.151,16.933,1.645,0.906,17.2,46.7,1,0.00169,-0.00134,0.00318,-0.00357,0.00458,0.00684,0.00979,10,0.07278,0.79784,14.3718,0,0
393,G4B_00871,619,219.0,21.0,0.238,17.336,1.846,0.905,64.8,36.0,1,-0.002,0.00157,-0.00211,0.00942,0.00343,0.01105,0.0072,10,0.15919,0.80714,62.44814,0,0
394,G4B_00873,621,199.0,13.0,0.236,17.733,1.519,0.924,67.5,136.7,1,-0.00272,-0.00114,-0.00185,0.0055,0.0052,0.00819,0.00414,10,0.2209,0.78436,73.36317,0,0
395,G4B_00874,622,153.0,15.0,0.233,18.708,0.617,0.622,-52.1,548.1,1,0.00136,0.00234,0.00093,-0.00462,0.0032,0.00479,0.00473,10,0.08687,0.69339,-47.63516,0,0
396,G4B_00878,626,187.0,6.0,0.106,16.639,1.375,0.955,8.2,98.9,1,0.00092,0.00057,0.00221,-0.00417,0.0029,0.00531,0.00434,10,0.17056,0.90781,10.54566,0,0
397,G4B_00880,628,167.0,31.0,0.122,18.663,0.637,0.672,9.0,768.8,1,-0.00044,0.00024,-0.01031,-0.00028,0.00261,0.01469,0.00162,10,0.15056,0.71068,19.24655,0,0
398,G4B_00883,631,241.0,19.0,0.435,18.473,0.903,0.857,-14.6,140.1,1,0.00075,-0.00194,0.00844,0.00534,0.00318,0.00912,0.00915,10,0.23311,0.84613,-19.30323,0,0
399,G4B_00885,632,227.0,18.0,0.354,18.31,0.861,0.846,24.4,427.4,1,-0.00107,-0.00119,-0.0073,0.00422,0.00356,0.01127,0.00477,10,1.44246,0.78301,48.30787,0,0
400,G4B_00887,634,200.0,18.0,0.201,17.192,1.706,0.781,27.2,87.1,1,-0.02416,-0.02824,-0.00065,0.01871,0.04095,0.02126,0.04933,10,1.11468,0.62444,20.38992,0,0
401,G4B_00892,638,138.0,17.0,0.271,18.901,0.496,0.719,-41.1,336.2,1,0.00241,0.0022,0.00131,-0.00144,0.00373,0.00405,0.00234,10,0.06312,0.74676,-43.28548,0,0
402,G4B_00894,640,167.0,9.0,0.157,17.148,1.381,0.97,76.4,46.9,1,2e-05,-0.00049,-0.00126,0.00431,0.0014,0.0086,0.00292,10,0.14931,0.99291,64.72467,0,0
403,G4B_00895,641,147.0,22.0,0.454,18.886,1.158,0.91,37.4,137.0,1,0.00169,-0.00479,5e-05,0.00056,0.00592,0.00549,0.00479,10,0.55439,0.78623,42.98886,0,0
404,G4B_00896,642,235.0,3.0,0.065,16.006,0.952,0.792,-71.4,227.8,1,-0.00027,0.00039,0.00573,-0.00111,0.00263,0.00628,0.01139,10,0.13081,0.66611,-77.14933,0,0
405,G4B_00899,644,189.0,34.0,0.503,19.062,1.502,0.698,33.6,226.9,1,-0.0045,0.00207,0.01231,-0.01454,0.01785,0.04003,0.03463,10,0.29632,0.73357,11.93411,0,0
406,G4B_00914,650,171.0,9.0,0.176,16.99,1.31,0.956,-87.5,198.8,1,0.00131,0.00098,0.00535,0.00288,0.00286,0.0077,0.0032,10,0.29194,0.89604,-95.1834,0,0
407,G4B_00917,652,190.0,23.0,0.291,17.595,1.625,0.861,10.0,97.3,1,0.01284,-0.02801,0.00273,-0.00304,0.04089,0.00587,0.07201,10,4.69682,0.79514,13.164,0,1
408,G4B_00918,653,174.0,17.0,0.291,18.461,0.955,0.902,0.2,105.7,1,0.0007,-0.00186,0.00646,0.0054,0.00277,0.01016,0.00566,10,0.11503,0.89919,-11.38433,0,0
409,G4B_00924,659,247.0,24.0,0.397,18.588,0.785,0.814,2.4,191.6,1,0.00224,-0.00126,0.00378,-0.00127,0.00455,0.00511,0.00121,10,0.05296,0.72804,-0.27593,0,0
410,G4B_00925,660,247.0,14.0,0.22,17.363,1.263,0.915,8.5,83.4,1,0.00162,0.00056,0.00126,-0.00838,0.00377,0.00841,0.00759,10,0.11587,0.84556,17.46395,0,0
411,G4B_00926,661,247.0,25.0,0.349,17.682,2.113,0.845,-25.6,93.3,1,0.01249,-0.00933,-0.00416,0.00174,0.01778,0.02318,0.04071,10,1.06404,0.63254,-34.33316,0,0
412,G4B_00927,662,246.0,47.0,0.527,18.962,1.886,0.986,82.9,92.7,1,-0.02631,-0.01635,-0.00456,-0.00786,0.02928,0.01541,0.113,10,1.72996,0.7736,97.32837,0,1
413,G4B_00928,663,245.0,27.0,0.349,18.405,1.31,0.924,82.2,116.3,1,0.04242,0.00449,0.01779,-0.00663,0.04984,0.02945,0.07377,10,2.69185,0.94354,14.32793,0,0
414,G4B_00929,664,245.0,34.0,0.504,18.636,1.477,0.93,-4.5,49.0,1,0.00154,0.00284,0.0041,0.00431,0.00803,0.00769,0.00536,10,0.17545,0.88894,-7.66578,0,0
415,G4B_00930,665,244.0,25.0,0.372,18.161,1.249,0.943,82.6,90.5,1,-0.0006,0.00088,0.00529,0.00187,0.00339,0.00723,0.00294,10,0.13709,0.90073,78.63189,0,0
416,G4B_00931,666,242.0,33.0,0.412,19.164,0.84,0.884,33.5,108.8,1,-0.00285,-0.00102,-0.0002,-0.00358,0.00441,0.00636,0.00365,10,0.28074,0.88187,35.46775,0,0
417,G4B_00932,667,242.0,21.0,0.348,18.278,0.965,0.759,58.1,151.6,1,-0.00267,0.00059,-0.00831,0.00258,0.00482,0.00893,0.0099,10,0.27265,0.67307,57.02631,0,0
418,G4B_00933,668,239.0,19.0,0.267,17.69,1.556,0.844,86.8,72.5,1,0.01092,0.00733,0.00681,0.03942,0.02622,0.04,0.06175,10,0.56792,0.71501,76.10614,0,0
419,G4B_00934,669,238.0,26.0,0.371,18.383,1.207,0.901,-27.9,58.5,1,0.0036,0.0,0.0024,0.00501,0.00677,0.01128,0.01267,10,0.24836,0.89239,-13.1172,0,0
420,G4B_00935,670,237.0,31.0,0.492,19.034,1.061,0.834,20.4,93.8,1,0.00077,-0.00186,-0.00259,-0.00505,0.00376,0.01183,0.0048,10,0.12525,0.74874,27.29635,0,0
421,G4B_00936,671,237.0,32.0,0.528,18.387,2.855,0.841,-19.3,173.2,1,0.02253,0.04701,0.05067,-0.04275,0.05481,0.07045,0.09117,10,1.63255,0.82774,-3.38562,0,1
422,G4B_00937,672,236.0,26.0,0.354,18.137,1.338,0.851,87.3,69.4,1,-0.01045,0.00297,0.00076,0.00395,0.0116,0.00549,0.02532,10,0.11782,0.81233,86.20916,0,0
423,G4B_00938,673,236.0,12.0,0.221,17.003,1.714,0.927,-75.1,75.5,1,-0.00046,-0.00188,0.00374,-0.00866,0.00305,0.00935,0.00409,10,0.10731,0.8633,-73.42596,0,0
424,G4B_00939,674,235.0,18.0,0.351,18.356,0.975,0.919,-77.4,404.4,1,-0.00369,-0.0041,-4e-05,0.00159,0.0088,0.00414,0.00712,10,0.05329,0.82793,-81.54482,0,0
425,G4B_00941,676,233.0,13.0,0.175,17.015,1.127,0.772,-9.9,127.0,1,-0.00026,-0.00037,0.00463,0.00268,0.0022,0.0056,0.0074,10,0.12156,0.68726,-10.02364,0,0
426,G4B_00942,677,232.0,23.0,0.349,17.862,1.863,0.729,-1.4,75.9,1,0.00299,-0.04203,-0.00316,0.01098,0.05347,0.03149,0.19809,10,3.02693,0.6255,-19.52737,0,1
427,G4B_00943,678,231.0,19.0,0.372,18.291,0.952,0.766,41.8,117.8,1,-0.00059,-0.00365,0.00232,-0.00342,0.00686,0.00445,0.00387,10,0.09632,0.76965,42.59391,0,0
428,G4B_00944,679,231.0,23.0,0.347,18.0,1.344,0.931,-67.4,74.5,1,0.00255,-0.00229,0.00058,-0.00689,0.00397,0.0074,0.01042,10,0.65025,0.85771,-68.70779,0,0
429,G4B_00945,680,228.0,8.0,0.124,15.834,1.734,0.861,-21.5,21.8,0,-0.00051,-0.00123,-0.00662,0.00265,0.00335,0.00707,0.00674,10,0.18105,0.73716,-20.75763,0,0
430,G4B_00946,681,228.0,24.0,0.345,18.536,1.139,0.879,-47.6,49.9,1,-0.00607,0.00559,-0.00469,-0.00234,0.01298,0.01171,0.01252,10,0.25624,0.86501,-47.1006,0,0
431,G4B_00950,685,225.0,34.0,0.53,19.237,0.965,0.855,-72.9,107.7,1,-0.00121,0.00169,-0.00128,-0.0041,0.00488,0.00655,0.00493,10,0.17011,0.81838,-71.12638,0,0
432,G4B_00951,686,223.0,11.0,0.122,16.455,1.48,0.89,-13.6,45.9,1,-0.00252,0.00983,0.00927,0.00309,0.01359,0.0133,0.03196,10,0.66425,0.78204,-10.56804,0,0
433,G4B_00952,687,221.0,27.0,0.436,18.49,1.175,0.761,37.7,65.9,1,-0.00819,-0.00938,-0.0063,0.00567,0.01428,0.01849,0.01885,10,0.50613,0.72745,30.29696,0,0
434,G4B_00954,689,219.0,13.0,0.178,17.144,1.361,0.872,-56.3,62.0,1,-0.0005,0.0009,-0.0063,-0.00398,0.00206,0.00976,0.00388,10,0.10042,0.75804,-58.26287,0,0
435,G4B_00955,690,219.0,15.0,0.218,17.676,1.13,0.853,30.6,178.0,1,-0.01318,0.00313,-0.01068,-0.003,0.01624,0.01353,0.02558,10,0.1092,0.70106,38.74507,0,0
436,G4B_00956,691,218.0,15.0,0.219,17.37,1.535,0.869,29.5,27.2,1,0.00092,-0.0008,7e-05,-0.00681,0.0032,0.00792,0.00526,10,0.2868,0.8055,28.88654,0,0
437,G4B_00958,693,216.0,12.0,0.228,17.229,1.413,0.819,25.5,61.2,1,0.00247,-0.00079,0.00385,-0.00532,0.00278,0.00808,0.00515,10,0.13965,0.72663,24.37121,0,0
438,G4B_00959,694,216.0,6.0,0.105,16.182,0.887,0.756,2.1,153.8,1,-0.00087,-0.00111,0.01798,-0.00594,0.00318,0.02093,0.00514,10,0.14756,0.72652,10.23811,0,0
439,G4B_00961,696,213.0,12.0,0.196,17.264,1.098,0.899,4.6,132.0,1,-0.00067,0.00064,0.00529,-0.00196,0.00218,0.00565,0.00597,10,0.12091,0.86012,5.51378,0,0
440,G4B_00962,697,213.0,25.0,0.348,18.506,1.075,0.797,-35.5,164.2,1,-0.0015,0.00032,-0.00337,0.00203,0.00432,0.00618,0.00444,10,0.13774,0.72394,-27.01104,0,0
441,G4B_00963,698,213.0,24.0,0.326,17.911,2.14,0.61,-6.5,237.9,1,-0.15398,-0.08186,0.04052,-0.06203,0.21825,0.1778,0.50893,10,4.29642,0.25,-19.17319,0,1
442,G4B_00964,699,212.0,11.0,0.185,17.273,1.147,0.739,-38.0,105.4,1,-0.00025,-0.00104,-0.00358,0.0022,0.00299,0.00423,0.0058,10,0.26617,0.6799,-39.44203,0,0
443,G4B_00965,700,211.0,29.0,0.365,18.736,1.132,0.748,-85.5,153.1,1,0.00158,0.04971,0.01121,-0.00263,0.05014,0.01968,0.02333,10,0.63521,0.63129,-83.83084,0,0
444,G4B_00967,702,210.0,29.0,0.531,19.076,0.725,0.723,-27.3,225.7,1,0.00327,0.00083,0.00222,0.00768,0.0033,0.00865,0.00353,10,0.1689,0.71077,-31.89886,0,0
445,G4B_00968,703,209.0,21.0,0.364,18.109,1.634,0.912,-50.0,57.8,1,-0.00376,0.00029,-0.00931,0.00042,0.00892,0.01127,0.03012,10,0.42895,0.82398,-42.7276,0,0
446,G4B_00969,704,209.0,7.0,0.125,16.47,1.415,0.879,45.4,68.8,1,-0.0009,-0.00208,-0.00091,0.00088,0.00342,0.00935,0.00303,10,0.11067,0.84874,47.86563,0,0
447,G4B_00970,705,209.0,30.0,0.477,19.038,1.423,0.814,6.6,71.7,1,0.00601,-0.00348,0.01154,0.00102,0.00849,0.01207,0.01395,10,0.22628,0.68302,5.43009,0,0
448,G4B_00971,706,209.0,28.0,0.502,19.248,0.84,0.732,19.4,317.2,1,0.00023,-0.00451,-0.00097,0.00586,0.00924,0.01312,0.03267,10,0.14733,0.57803,22.97785,0,0
449,G4B_00972,707,209.0,9.0,0.125,16.636,1.091,0.815,-46.9,135.4,1,0.00041,0.00059,-0.01064,-0.001,0.00259,0.01066,0.00234,10,0.18472,0.7152,-45.83025,0,0
450,G4B_00973,708,208.0,18.0,0.361,18.581,0.855,0.491,43.3,408.9,1,-0.01772,0.00672,-0.00641,-0.00751,0.02492,0.01604,0.04346,10,0.27011,0.56718,35.6215,0,0
451,G4B_00977,712,204.0,11.0,0.166,17.142,1.331,0.828,79.8,129.9,1,-0.00748,-0.01212,0.01873,0.01814,0.01568,0.02713,0.04291,10,2.02954,0.71385,72.20702,0,0
452,G4B_00978,713,204.0,11.0,0.125,17.126,0.952,0.816,-1.2,443.9,1,0.00177,0.00062,0.00796,-0.00066,0.00286,0.00823,0.00336,10,0.04299,0.68837,-1.14259,0,0
453,G4B_00981,716,203.0,22.0,0.376,18.277,1.245,0.881,-53.6,93.7,1,0.00111,0.0039,-0.00628,-0.00352,0.0044,0.00941,0.00787,10,0.1214,0.76452,-52.47926,0,0
454,G4B_00982,717,202.0,19.0,0.36,18.173,1.338,0.893,-12.5,39.6,1,-0.00045,-0.00109,0.0053,0.00058,0.01341,0.01094,0.04026,10,0.4157,0.98877,-12.4719,0,0
455,G4B_00984,719,200.0,17.0,0.33,18.53,0.686,0.485,-27.8,475.9,1,0.00133,-0.0028,-0.00505,0.00228,0.00661,0.0066,0.0125,10,0.26434,0.60715,-28.13194,0,0
456,G4B_00985,720,200.0,18.0,0.362,18.555,0.909,0.86,0.5,209.1,1,-0.00282,2e-05,0.00325,-0.00318,0.00678,0.00513,0.01912,10,0.62666,1.0,21.40358,0,0
457,G4B_00987,722,198.0,20.0,0.305,17.997,1.316,0.988,-83.2,100.1,1,-0.00169,-0.00307,0.00579,-3e-05,0.0049,0.00756,0.00497,10,1.24368,0.9895,-86.78692,0,0
458,G4B_00989,724,197.0,13.0,0.176,17.345,1.331,0.79,16.8,120.6,1,-0.00438,0.00545,0.00729,-0.01023,0.00666,0.01257,0.08245,10,0.1278,0.70354,20.4157,0,1
459,G4B_00990,725,196.0,24.0,0.187,18.117,1.04,0.699,48.5,440.8,1,0.01523,-0.00461,0.03586,0.00521,0.02283,0.04182,0.06445,10,0.95049,0.45752,48.75377,0,0
