stamp_id,name,src_index,sigma_v,sigma_err,z_l,mag,re_arcsec,q,pa_deg,prom,flag_arcy,iso_a3,iso_b3,iso_a4,iso_b4,iso_m3,iso_m4,iso_harm12,iso_nann,iso_drift_px,iso_q,iso_pa_deg,flag_iso_bad,flag_pair
460,G4B_00991,726,195.0,12.0,0.123,16.965,1.175,0.946,-9.3,116.1,1,-0.00032,-3e-05,0.00305,0.00414,0.00223,0.00595,0.0023,10,0.15014,0.89697,-9.92895,0,0
461,G4B_00992,727,195.0,19.0,0.322,18.005,1.519,0.766,2.8,171.0,1,-0.14906,0.01181,0.01167,-0.0073,0.15153,0.06955,0.30649,10,0.10718,0.57462,15.89761,0,1
462,G4B_00993,728,194.0,18.0,0.267,17.923,0.955,0.941,54.0,236.1,1,0.00346,-0.00356,-2e-05,0.00921,0.00598,0.00925,0.03859,10,0.38655,1.0,64.70922,0,0
463,G4B_00997,732,189.0,13.0,0.248,17.729,1.098,0.848,-24.5,94.5,1,0.00235,-0.00264,0.00401,0.00288,0.00464,0.0076,0.02454,10,0.21807,0.79944,-36.89874,0,0
464,G4B_00999,734,188.0,7.0,0.081,16.367,1.263,0.962,-66.6,92.2,1,-0.00077,-0.00104,-0.00703,-0.00029,0.0021,0.00881,0.00116,10,0.1461,0.92916,-47.61458,0,0
465,G4B_01000,735,188.0,23.0,0.261,17.503,1.758,0.743,-88.7,31.4,1,-0.00965,0.0022,0.00346,0.01202,0.0206,0.02032,0.04614,10,0.22428,0.66438,-97.67384,0,0
466,G4B_01001,736,187.0,32.0,0.48,18.857,1.078,0.928,-62.0,140.7,1,-0.00605,0.00749,-0.0008,0.0011,0.01356,0.01941,0.02803,10,0.75272,0.82438,-42.89135,0,0
467,G4B_01003,738,181.0,18.0,0.373,18.027,1.675,0.888,56.3,28.6,1,-0.00504,-0.00096,-0.00141,0.00491,0.0059,0.00672,0.00713,10,0.1815,0.83793,53.40012,0,0
468,G4B_01004,739,178.0,9.0,0.22,17.284,1.116,0.986,65.3,105.1,1,-0.00029,0.00033,-0.00498,0.00223,0.00143,0.00609,0.0034,10,0.21091,0.96544,55.46331,0,0
469,G4B_01005,740,177.0,34.0,0.482,19.245,0.933,0.882,-80.8,90.2,1,0.00087,-0.00504,-0.00405,-0.01303,0.00843,0.01601,0.00956,10,0.23748,0.79701,-52.03159,0,0
470,G4B_01007,742,175.0,9.0,0.122,16.784,1.48,0.899,-87.8,52.4,1,-0.00019,-0.0013,0.00573,-0.0023,0.00264,0.00873,0.01361,10,0.31141,0.83103,-85.15627,0,0
471,G4B_01008,743,174.0,9.0,0.124,16.569,2.087,0.962,44.6,48.2,1,0.00107,-0.00155,-0.00586,0.00286,0.00311,0.00735,0.00446,10,0.77754,0.90538,46.06853,0,0
472,G4B_01010,745,173.0,33.0,0.486,19.335,0.87,0.905,72.7,260.6,1,-0.01093,0.0024,0.00728,0.0057,0.0117,0.01309,0.04102,10,0.09151,0.83519,63.3247,0,0
473,G4B_01011,746,172.0,10.0,0.196,17.216,1.245,0.745,37.6,117.7,1,0.00037,-0.00174,-0.0099,-0.00425,0.01151,0.01265,0.02078,10,0.80191,0.72383,39.50803,0,0
474,G4B_01012,747,168.0,31.0,0.532,19.529,0.645,0.919,57.4,10028335.6,1,0.05202,-0.01281,0.01675,-0.02037,0.05338,0.02547,0.08852,10,0.18611,0.72469,50.71522,0,1
475,G4B_01013,748,168.0,9.0,0.123,16.967,1.215,0.963,35.1,156.5,1,8e-05,-5e-05,-0.00159,-0.00479,0.00192,0.00639,0.00151,10,0.14604,0.90316,37.87163,0,0
476,G4B_01014,749,167.0,7.0,0.103,16.589,0.978,0.81,-64.8,283.3,1,0.00149,0.0001,0.00544,-0.00375,0.00241,0.00679,0.00281,10,0.23081,0.79088,-72.45044,0,0
477,G4B_01016,751,163.0,7.0,0.103,16.452,1.591,0.821,83.9,68.8,1,-0.00053,-0.00049,0.00446,0.00132,0.00545,0.00583,0.02438,10,1.02927,0.62393,85.70452,0,0
478,G4B_01017,752,162.0,31.0,0.385,18.453,1.331,0.843,29.8,257.5,1,-0.0937,0.01462,0.05665,-0.01663,0.0952,0.07984,0.26028,10,3.54964,0.61328,29.01901,0,1
479,G4B_01019,754,161.0,9.0,0.125,17.087,1.355,0.594,-85.6,108.8,1,0.01867,0.02813,0.02628,0.0054,0.0339,0.02642,0.08965,10,0.61364,0.58236,-86.78764,0,1
480,G4B_01023,758,160.0,14.0,0.213,17.744,1.227,0.922,15.4,121.3,1,0.00394,0.00049,-0.0055,-0.00722,0.00918,0.01181,0.0046,10,0.21807,0.82411,20.5068,0,0
481,G4B_01024,759,160.0,10.0,0.122,16.917,1.337,0.936,-24.1,138.2,1,-0.00167,0.00175,-0.00342,0.00848,0.00582,0.01227,0.0046,10,0.19485,0.90607,-29.11222,0,0
482,G4B_01026,761,156.0,11.0,0.196,17.18,1.49,0.895,-34.8,83.5,1,0.00262,0.00093,-0.00862,0.00545,0.00352,0.01023,0.0036,10,0.14668,0.7902,-28.94498,0,0
483,G4B_01028,763,149.0,9.0,0.133,17.076,1.158,0.967,88.2,123.5,1,-0.00035,-0.00239,0.00958,-0.00225,0.0053,0.01917,0.00556,10,0.11582,0.88268,79.03456,0,0
484,G4B_01035,770,140.0,27.0,0.503,18.65,1.436,0.851,13.9,329.3,1,0.12749,-0.00237,0.01721,-0.01529,0.12767,0.04571,0.26352,10,0.14482,0.54161,16.69792,0,1
485,G4B_01036,771,139.0,8.0,0.092,16.709,1.344,0.736,-57.9,63.9,1,-0.01057,-0.01116,0.00487,-0.00764,0.03409,0.01934,0.06547,10,0.72707,0.59143,-62.35101,0,0
486,G4B_01039,774,135.0,7.0,0.091,16.484,1.566,0.899,83.9,83.1,1,-0.00039,0.00097,0.00214,0.00096,0.00255,0.00277,0.00802,10,0.12614,0.78832,84.87231,0,0
487,G4B_01042,777,129.0,11.0,0.124,16.715,1.381,0.808,25.4,84.8,1,-0.02751,-0.03613,0.05259,-0.02262,0.05765,0.0574,0.10764,10,2.16482,0.54812,24.06549,0,1
