name,ra_deg,dec_deg,theta_E_pub,q_pub,survey,src_table
G4B_00495,115.01199,32.71946,0.0,0.0,LRGDEFL2B,tierB|vd=349+-95|z=0.515|ACSWFC|1200s|P--
G4B_00496,130.01180,44.36581,0.0,0.0,LRGDEFL2B,tierB|vd=298+-88|z=0.312|ACSWFC|1200s|P--
G4B_00497,137.27409,36.55362,0.0,0.0,LRGDEFL2B,tierB|vd=295+-62|z=0.449|ACSWFC|1200s|P--
G4B_00498,171.75476,45.25552,0.0,0.0,LRGDEFL2B,tierB|vd=285+-73|z=0.455|ACSWFC|1200s|P15279
G4B_00499,172.79006,35.90594,0.0,0.0,LRGDEFL2B,tierB|vd=283+-78|z=0.512|ACSWFC|1200s|P--
G4B_00500,212.86423,52.19209,0.0,0.0,LRGDEFL2B,tierB|vd=278+-61|z=0.457|ACSWFC|1200s|P--
G4B_00501,220.78880,1.01801,0.0,0.0,LRGDEFL2B,tierB|vd=277+-57|z=0.527|ACSWFC|1200s|P--
G4B_00502,162.65233,35.83307,0.0,0.0,LRGDEFL2B,tierB|vd=276+-88|z=0.505|ACSWFC|1200s|P15843
G4B_00503,135.76328,27.65815,0.0,0.0,LRGDEFL2B,tierB|vd=259+-54|z=0.490|ACSWFC|1200s|P16670
G4B_00504,25.40209,24.85950,0.0,0.0,LRGDEFL2B,tierB|vd=254+-58|z=0.510|WFC3UVIS|1200s|P17484
G4B_00505,177.43137,22.36121,0.0,0.0,LRGDEFL2B,tierB|vd=254+-71|z=0.541|ACSWFC|1179s|P15117
G4B_00506,212.01616,54.38661,0.0,0.0,LRGDEFL2B,tierB|vd=284+-70|z=0.477|ACSWFC|1122s|P14796
G4B_00507,346.19160,12.22161,0.0,0.0,LRGDEFL2B,tierB|vd=305+-84|z=0.470|ACSWFC|1060s|P14606
G4B_00508,192.95747,21.72953,0.0,0.0,LRGDEFL2B,tierB|vd=253+-51|z=0.483|ACSWFC|1030s|P14636
G4B_00509,175.01268,3.12761,0.0,0.0,LRGDEFL2B,tierB|vd=388+-114|z=0.445|ACSWFC|932s|P--
G4B_00510,115.36022,40.08685,0.0,0.0,LRGDEFL2B,tierB|vd=407+-110|z=0.508|ACSWFC|900s|P12546
G4B_00511,136.84901,16.63314,0.0,0.0,LRGDEFL2B,tierB|vd=357+-86|z=0.548|WFC3UVIS|876s|P--
G4B_00512,136.86048,16.65636,0.0,0.0,LRGDEFL2B,tierB|vd=297+-86|z=0.452|WFC3UVIS|876s|P--
G4B_00513,27.29017,29.94478,0.0,0.0,LRGDEFL2B,tierB|vd=270+-67|z=0.539|WFC3UVIS|876s|P--
G4B_00514,20.10561,14.76953,0.0,0.0,LRGDEFL2B,tierB|vd=355+-78|z=0.527|ACSWFC|830s|P13695
G4B_00515,124.12296,58.21100,0.0,0.0,LRGDEFL2B,tierB|vd=272+-94|z=0.508|ACSWFC|824s|P16711
G4B_00516,358.39810,2.53062,0.0,0.0,LRGDEFL2B,tierB|vd=311+-78|z=0.233|ACSWFC|794s|P15643
G4B_00517,204.54232,48.27942,0.0,0.0,LRGDEFL2B,tierB|vd=266+-69|z=0.396|ACSWFC|780s|P--
G4B_00518,190.91423,53.95272,0.0,0.0,LRGDEFL2B,tierB|vd=357+-77|z=0.398|ACSWFC|760s|P--
G4B_00519,237.46891,7.02831,0.0,0.0,LRGDEFL2B,tierB|vd=256+-53|z=0.501|WFC3UVIS|700s|P--
G4B_00520,137.75661,7.30356,0.0,0.0,LRGDEFL2B,tierB|vd=301+-61|z=0.508|WFC3UVIS|696s|P18085
G4B_00521,185.22050,45.73569,0.0,0.0,LRGDEFL2B,tierB|vd=301+-77|z=0.265|ACSWFC|520s|P13364
G4B_00522,19.05227,3.49770,0.0,0.0,LRGDEFL2B,tierB|vd=304+-62|z=0.454|WFC3UVIS|480s|P16056
G4B_00523,232.80147,6.88405,0.0,0.0,LRGDEFL2B,tierB|vd=371+-90|z=0.512|ACSWFC|420s|P12210
G4B_00524,124.02118,43.07401,0.0,0.0,LRGDEFL2B,tierB|vd=262+-78|z=0.547|WFC3UVIS|400s|P--
G4B_00525,153.49659,11.51169,0.0,0.0,LRGDEFL2B,tierB|vd=313+-91|z=0.532|WFC3UVIS|242s|P15648
G4B_00526,188.98062,62.18097,0.0,0.0,LRGDEFL2B,tierA|vd=231+-30|z=0.409|WFC3UVIS|19505s|P17922
G4B_00527,250.28406,46.67640,0.0,0.0,LRGDEFL2B,tierA|vd=224+-14|z=0.224|ACSWFC|18675s|P--
G4B_00528,178.96995,55.32085,0.0,0.0,LRGDEFL2B,tierA|vd=173+-26|z=0.270|WFC3UVIS|18130s|P--
G4B_00529,240.86606,43.35773,0.0,0.0,LRGDEFL2B,tierA|vd=223+-14|z=0.131|ACSWFC|17840s|P--
G4B_00530,34.44064,-3.77979,0.0,0.0,LRGDEFL2B,tierA|vd=153+-15|z=0.291|ACSWFC|17779s|P--
G4B_00531,188.69571,2.12500,0.0,0.0,LRGDEFL2B,tierA|vd=188+-13|z=0.080|ACSWFC|17340s|P--
G4B_00532,185.79131,11.90670,0.0,0.0,LRGDEFL2B,tierA|vd=178+-22|z=0.545|WFC3UVIS|16800s|P--
G4B_00533,122.27471,6.72384,0.0,0.0,LRGDEFL2B,tierA|vd=232+-13|z=0.141|ACSWFC|15525s|P--
G4B_00534,150.29782,55.90966,0.0,0.0,LRGDEFL2B,tierA|vd=225+-38|z=0.504|ACSWFC|15040s|P--
G4B_00535,150.31512,55.90713,0.0,0.0,LRGDEFL2B,tierA|vd=184+-27|z=0.357|ACSWFC|15040s|P--
G4B_00536,150.02772,2.37388,0.0,0.0,LRGDEFL2B,tierA|vd=203+-13|z=0.222|ACSWFC|14880s|P--
G4B_00537,208.39577,5.19829,0.0,0.0,LRGDEFL2B,tierA|vd=231+-10|z=0.075|WFC3UVIS|14720s|P15642
G4B_00538,351.80115,-2.00184,0.0,0.0,LRGDEFL2B,tierA|vd=205+-11|z=0.187|ACSWFC|14711s|P--
G4B_00539,188.62504,2.13081,0.0,0.0,LRGDEFL2B,tierA|vd=176+-8|z=0.144|ACSWFC|14134s|P--
G4B_00540,259.05905,60.05451,0.0,0.0,LRGDEFL2B,tierA|vd=214+-40|z=0.428|ACSWFC|13948s|P--
G4B_00541,23.76578,31.21569,0.0,0.0,LRGDEFL2B,tierA|vd=229+-27|z=0.424|ACSWFC|12955s|P9837
G4B_00542,328.47214,17.58181,0.0,0.0,LRGDEFL2B,tierA|vd=169+-7|z=0.115|ACSWFC|12630s|P--
G4B_00543,255.34805,64.23662,0.0,0.0,LRGDEFL2B,tierA|vd=248+-27|z=0.452|ACSWFC|12520s|P10581
G4B_00544,230.96502,-0.09689,0.0,0.0,LRGDEFL2B,tierA|vd=240+-18|z=0.323|ACSWFC|12200s|P--
G4B_00545,186.85369,23.72759,0.0,0.0,LRGDEFL2B,tierA|vd=150+-19|z=0.426|WFC3UVIS|12100s|P--
G4B_00546,151.81700,15.98953,0.0,0.0,LRGDEFL2B,tierA|vd=144+-12|z=0.145|ACSWFC|11940s|P--
G4B_00547,49.77120,41.47020,0.0,0.0,LRGDEFL2B,tierA|vd=146+-9|z=0.052|WFC3UVIS|11862s|P--
G4B_00548,186.67940,31.26344,0.0,0.0,LRGDEFL2B,tierA|vd=233+-6|z=0.061|ACSWFC|11536s|P--
G4B_00549,187.27395,3.65799,0.0,0.0,LRGDEFL2B,tierA|vd=181+-23|z=0.434|ACSWFC|11522s|P--
G4B_00550,219.53684,34.32787,0.0,0.0,LRGDEFL2B,tierA|vd=239+-33|z=0.542|ACSWFC|11485s|P--
G4B_00551,186.82535,9.45191,0.0,0.0,LRGDEFL2B,tierA|vd=159+-13|z=0.303|ACSWFC|10962s|P13691
G4B_00552,197.85571,-1.34359,0.0,0.0,LRGDEFL2B,tierA|vd=176+-11|z=0.192|ACSWFC|10740s|P11710
G4B_00553,149.83333,30.75492,0.0,0.0,LRGDEFL2B,tierA|vd=233+-15|z=0.190|ACSWFC|10215s|P15911
G4B_00554,127.71337,19.22957,0.0,0.0,LRGDEFL2B,tierA|vd=162+-13|z=0.168|ACSWFC|10173s|P11738
G4B_00555,150.02319,2.49715,0.0,0.0,LRGDEFL2B,tierA|vd=136+-9|z=0.109|ACSWFC|10140s|P--
G4B_00556,139.07048,29.81758,0.0,0.0,LRGDEFL2B,tierA|vd=220+-40|z=0.539|WFC3UVIS|10106s|P--
G4B_00557,214.25903,43.51430,0.0,0.0,LRGDEFL2B,tierA|vd=155+-13|z=0.137|ACSWFC|10080s|P9361
G4B_00558,203.17069,50.56286,0.0,0.0,LRGDEFL2B,tierA|vd=230+-18|z=0.279|ACSWFC|10000s|P--
G4B_00559,203.14564,50.54376,0.0,0.0,LRGDEFL2B,tierA|vd=181+-16|z=0.280|ACSWFC|10000s|P--
G4B_00560,203.14372,50.55514,0.0,0.0,LRGDEFL2B,tierA|vd=178+-17|z=0.283|ACSWFC|10000s|P--
G4B_00561,203.18096,50.55799,0.0,0.0,LRGDEFL2B,tierA|vd=176+-13|z=0.285|ACSWFC|10000s|P--
G4B_00562,203.18738,50.56828,0.0,0.0,LRGDEFL2B,tierA|vd=139+-21|z=0.288|ACSWFC|10000s|P--
G4B_00563,202.92583,35.07572,0.0,0.0,LRGDEFL2B,tierA|vd=185+-34|z=0.546|ACSWFC|9886s|P--
G4B_00564,190.47381,32.54976,0.0,0.0,LRGDEFL2B,tierA|vd=136+-20|z=0.321|ACSWFC|9705s|P--
G4B_00565,9.26392,9.15830,0.0,0.0,LRGDEFL2B,tierA|vd=195+-20|z=0.241|ACSWFC|9620s|P--
G4B_00566,9.29719,9.17250,0.0,0.0,LRGDEFL2B,tierA|vd=191+-16|z=0.255|ACSWFC|9620s|P--
G4B_00567,9.27403,9.18438,0.0,0.0,LRGDEFL2B,tierA|vd=174+-31|z=0.247|ACSWFC|9620s|P--
G4B_00568,9.28807,9.17103,0.0,0.0,LRGDEFL2B,tierA|vd=169+-14|z=0.254|ACSWFC|9620s|P--
G4B_00569,39.95315,-1.57602,0.0,0.0,LRGDEFL2B,tierA|vd=243+-25|z=0.368|ACSWFC|9600s|P11591
G4B_00570,231.66634,2.05446,0.0,0.0,LRGDEFL2B,tierA|vd=166+-7|z=0.061|WFC3UVIS|9592s|P--
G4B_00571,231.64022,2.03456,0.0,0.0,LRGDEFL2B,tierA|vd=130+-9|z=0.106|WFC3UVIS|9592s|P--
G4B_00572,29.03783,31.31963,0.0,0.0,LRGDEFL2B,tierA|vd=175+-24|z=0.320|ACSWFC|9554s|P14268
G4B_00573,34.42110,-3.80166,0.0,0.0,LRGDEFL2B,tierA|vd=180+-21|z=0.289|ACSWFC|9451s|P--
G4B_00574,351.78916,-2.15161,0.0,0.0,LRGDEFL2B,tierA|vd=231+-11|z=0.188|ACSWFC|9240s|P--
G4B_00575,139.47635,51.73229,0.0,0.0,LRGDEFL2B,tierA|vd=231+-14|z=0.221|ACSWFC|9120s|P--
G4B_00576,139.51022,51.73069,0.0,0.0,LRGDEFL2B,tierA|vd=210+-11|z=0.221|ACSWFC|9120s|P--
G4B_00577,139.51907,51.72907,0.0,0.0,LRGDEFL2B,tierA|vd=210+-15|z=0.225|ACSWFC|9120s|P--
G4B_00578,139.48611,51.72089,0.0,0.0,LRGDEFL2B,tierA|vd=191+-20|z=0.213|ACSWFC|9120s|P--
G4B_00579,139.47920,51.74054,0.0,0.0,LRGDEFL2B,tierA|vd=188+-27|z=0.214|ACSWFC|9120s|P--
G4B_00580,139.45026,51.72315,0.0,0.0,LRGDEFL2B,tierA|vd=181+-16|z=0.215|ACSWFC|9120s|P--
G4B_00581,218.53348,33.51352,0.0,0.0,LRGDEFL2B,tierA|vd=232+-12|z=0.129|WFC3UVIS|8696s|P--
G4B_00582,179.28262,55.24017,0.0,0.0,LRGDEFL2B,tierA|vd=186+-22|z=0.449|WFC3UVIS|8134s|P17079
G4B_00583,138.98065,52.83412,0.0,0.0,LRGDEFL2B,tierA|vd=249+-14|z=0.190|WFC3UVIS|8100s|P--
G4B_00584,157.32461,26.39991,0.0,0.0,LRGDEFL2B,tierA|vd=249+-21|z=0.323|ACSWFC|8010s|P--
G4B_00585,143.66099,17.10228,0.0,0.0,LRGDEFL2B,tierA|vd=247+-20|z=0.398|WFC3UVIS|8000s|P14224
G4B_00586,143.65456,17.10868,0.0,0.0,LRGDEFL2B,tierA|vd=170+-5|z=0.052|WFC3UVIS|8000s|P14224
G4B_00587,334.45377,0.17492,0.0,0.0,LRGDEFL2B,tierA|vd=133+-12|z=0.058|ACSWFC|8000s|P12527
G4B_00588,247.91579,12.74627,0.0,0.0,LRGDEFL2B,tierA|vd=204+-26|z=0.506|WFC3UVIS|7984s|P15182
G4B_00589,143.71869,17.03392,0.0,0.0,LRGDEFL2B,tierA|vd=136+-11|z=0.140|ACSWFC|7914s|P14224
G4B_00590,331.01199,18.85599,0.0,0.0,LRGDEFL2B,tierA|vd=246+-37|z=0.416|ACSWFC|7897s|P--
G4B_00591,148.65008,69.29215,0.0,0.0,LRGDEFL2B,tierA|vd=234+-28|z=0.273|ACSWFC|7777s|P17513
G4B_00592,184.47159,14.79254,0.0,0.0,LRGDEFL2B,tierA|vd=198+-19|z=0.253|ACSWFC|7714s|P10562
G4B_00593,357.87699,26.34666,0.0,0.0,LRGDEFL2B,tierA|vd=139+-5|z=0.056|WFC3UVIS|7420s|P14268
G4B_00594,161.75499,11.84190,0.0,0.0,LRGDEFL2B,tierA|vd=148+-5|z=0.054|ACSWFC|7204s|P13691
G4B_00595,210.27824,2.87213,0.0,0.0,LRGDEFL2B,tierA|vd=241+-14|z=0.256|ACSWFC|7200s|P--
G4B_00596,210.25220,2.86381,0.0,0.0,LRGDEFL2B,tierA|vd=240+-17|z=0.279|ACSWFC|7200s|P--
G4B_00597,210.25863,2.87847,0.0,0.0,LRGDEFL2B,tierA|vd=217+-18|z=0.252|ACSWFC|7200s|P--
G4B_00598,210.27739,2.84871,0.0,0.0,LRGDEFL2B,tierA|vd=199+-13|z=0.250|ACSWFC|7200s|P--
G4B_00599,192.06446,17.87462,0.0,0.0,LRGDEFL2B,tierA|vd=239+-39|z=0.493|WFC3UVIS|7177s|P--
G4B_00600,357.90079,26.44752,0.0,0.0,LRGDEFL2B,tierA|vd=237+-17|z=0.384|ACSWFC|7100s|P14268
G4B_00601,213.02442,-1.05610,0.0,0.0,LRGDEFL2B,tierA|vd=237+-23|z=0.182|WFC3UVIS|7047s|P--
G4B_00602,189.08360,28.98568,0.0,0.0,LRGDEFL2B,tierA|vd=246+-15|z=0.229|ACSWFC|6908s|P10119
G4B_00603,163.21991,57.13160,0.0,0.0,LRGDEFL2B,tierA|vd=152+-15|z=0.163|ACSWFC|6900s|P--
G4B_00604,163.24323,57.15687,0.0,0.0,LRGDEFL2B,tierA|vd=124+-19|z=0.363|ACSWFC|6900s|P--
G4B_00605,185.43410,4.49244,0.0,0.0,LRGDEFL2B,tierA|vd=204+-17|z=0.332|ACSWFC|6408s|P--
G4B_00606,250.83060,39.34086,0.0,0.0,LRGDEFL2B,tierA|vd=229+-33|z=0.344|WFC3UVIS|6400s|P--
G4B_00607,146.17587,67.49703,0.0,0.0,LRGDEFL2B,tierA|vd=143+-13|z=0.165|WFC3UVIS|6388s|P--
G4B_00608,6.73182,17.03348,0.0,0.0,LRGDEFL2B,tierA|vd=212+-12|z=0.214|ACSWFC|6358s|P10504
G4B_00609,214.30276,52.51678,0.0,0.0,LRGDEFL2B,tierA|vd=235+-20|z=0.354|ACSWFC|6300s|P--
G4B_00610,250.29381,46.74994,0.0,0.0,LRGDEFL2B,tierA|vd=219+-40|z=0.478|ACSWFC|6167s|P10504
G4B_00611,250.28810,46.73563,0.0,0.0,LRGDEFL2B,tierA|vd=188+-11|z=0.225|ACSWFC|6167s|P10504
G4B_00612,334.34873,0.28122,0.0,0.0,LRGDEFL2B,tierA|vd=149+-12|z=0.300|ACSWFC|6144s|P10405
G4B_00613,334.34466,0.35242,0.0,0.0,LRGDEFL2B,tierA|vd=146+-16|z=0.095|ACSWFC|6144s|P10405
G4B_00614,194.73007,-1.76466,0.0,0.0,LRGDEFL2B,tierA|vd=191+-8|z=0.082|ACSWFC|6120s|P12937
G4B_00615,194.68421,-1.69427,0.0,0.0,LRGDEFL2B,tierA|vd=140+-11|z=0.091|WFC3UVIS|5940s|P--
G4B_00616,135.03459,22.55336,0.0,0.0,LRGDEFL2B,tierA|vd=211+-28|z=0.486|WFC3UVIS|5598s|P11602
G4B_00617,135.01678,22.58501,0.0,0.0,LRGDEFL2B,tierA|vd=208+-30|z=0.487|WFC3UVIS|5598s|P11602
G4B_00618,145.73437,46.98669,0.0,0.0,LRGDEFL2B,tierA|vd=246+-29|z=0.403|ACSWFC|5464s|P--
G4B_00619,145.72735,46.97685,0.0,0.0,LRGDEFL2B,tierA|vd=212+-28|z=0.407|ACSWFC|5464s|P--
G4B_00620,145.76181,46.98985,0.0,0.0,LRGDEFL2B,tierA|vd=189+-32|z=0.401|ACSWFC|5464s|P--
G4B_00621,145.73213,46.99228,0.0,0.0,LRGDEFL2B,tierA|vd=154+-28|z=0.409|ACSWFC|5464s|P--
G4B_00622,145.74649,46.97015,0.0,0.0,LRGDEFL2B,tierA|vd=154+-28|z=0.402|ACSWFC|5464s|P--
G4B_00623,145.77679,46.99016,0.0,0.0,LRGDEFL2B,tierA|vd=150+-24|z=0.458|ACSWFC|5464s|P--
G4B_00624,347.09939,-2.19351,0.0,0.0,LRGDEFL2B,tierA|vd=216+-22|z=0.289|WFC3UVIS|5320s|P--
G4B_00625,347.08263,-2.20784,0.0,0.0,LRGDEFL2B,tierA|vd=188+-36|z=0.477|WFC3UVIS|5320s|P--
G4B_00626,172.87333,2.30553,0.0,0.0,LRGDEFL2B,tierA|vd=184+-6|z=0.075|WFC3UVIS|5264s|P15182
G4B_00627,177.89077,34.05786,0.0,0.0,LRGDEFL2B,tierA|vd=213+-40|z=0.451|ACSWFC|5260s|P14652
G4B_00628,0.77146,16.14883,0.0,0.0,LRGDEFL2B,tierA|vd=229+-25|z=0.239|ACSWFC|5215s|P--
G4B_00629,0.77744,16.13088,0.0,0.0,LRGDEFL2B,tierA|vd=229+-15|z=0.152|ACSWFC|5215s|P--
G4B_00630,128.80918,24.91678,0.0,0.0,LRGDEFL2B,tierA|vd=125+-10|z=0.113|ACSWFC|5215s|P--
G4B_00631,10.38863,-9.24906,0.0,0.0,LRGDEFL2B,tierA|vd=160+-5|z=0.059|WFC3UVIS|5044s|P--
G4B_00632,132.77637,63.20080,0.0,0.0,LRGDEFL2B,tierA|vd=194+-23|z=0.089|WFC3UVIS|5031s|P14734
G4B_00633,194.27124,28.40344,0.0,0.0,LRGDEFL2B,tierA|vd=194+-13|z=0.312|ACSWFC|5012s|P--
G4B_00634,195.23832,26.99039,0.0,0.0,LRGDEFL2B,tierA|vd=125+-14|z=0.153|ACSWFC|5011s|P15121
G4B_00635,203.21705,50.52611,0.0,0.0,LRGDEFL2B,tierA|vd=248+-23|z=0.279|ACSWFC|5000s|P12253
G4B_00636,203.19140,50.53464,0.0,0.0,LRGDEFL2B,tierA|vd=174+-18|z=0.267|ACSWFC|5000s|P12253
G4B_00637,202.33933,37.41402,0.0,0.0,LRGDEFL2B,tierA|vd=139+-5|z=0.057|WFC3UVIS|4968s|P--
G4B_00638,202.35219,37.40031,0.0,0.0,LRGDEFL2B,tierA|vd=126+-4|z=0.057|WFC3UVIS|4968s|P--
G4B_00639,335.54674,27.75801,0.0,0.0,LRGDEFL2B,tierA|vd=243+-33|z=0.483|ACSWFC|4944s|P13337
G4B_00640,335.53558,27.77266,0.0,0.0,LRGDEFL2B,tierA|vd=183+-25|z=0.488|ACSWFC|4944s|P13337
G4B_00641,161.96693,12.51257,0.0,0.0,LRGDEFL2B,tierA|vd=187+-11|z=0.176|ACSWFC|4920s|P10413
G4B_00642,216.47938,35.53817,0.0,0.0,LRGDEFL2B,tierA|vd=173+-8|z=0.099|ACSWFC|4890s|P9411
G4B_00643,194.68465,27.75027,0.0,0.0,LRGDEFL2B,tierA|vd=219+-13|z=0.325|ACSWFC|4870s|P--
G4B_00644,214.79281,52.86423,0.0,0.0,LRGDEFL2B,tierA|vd=147+-9|z=0.082|ACSWFC|4825s|P12547
G4B_00645,214.52938,52.69722,0.0,0.0,LRGDEFL2B,tierA|vd=141+-8|z=0.066|ACSWFC|4825s|P12547
G4B_00646,249.18606,40.94528,0.0,0.0,LRGDEFL2B,tierA|vd=141+-25|z=0.477|ACSWFC|4760s|P9761
G4B_00647,187.63974,41.68252,0.0,0.0,LRGDEFL2B,tierA|vd=129+-7|z=0.064|WFC3UVIS|4658s|P--
G4B_00648,139.50628,51.70743,0.0,0.0,LRGDEFL2B,tierA|vd=163+-24|z=0.221|ACSWFC|4640s|P11591
G4B_00649,49.24752,41.32589,0.0,0.0,LRGDEFL2B,tierA|vd=134+-7|z=0.132|ACSWFC|4630s|P--
G4B_00650,216.33753,35.64574,0.0,0.0,LRGDEFL2B,tierA|vd=235+-26|z=0.468|ACSWFC|4500s|P--
G4B_00651,12.70768,35.71220,0.0,0.0,LRGDEFL2B,tierA|vd=247+-22|z=0.487|WFC3UVIS|4440s|P--
G4B_00652,137.65868,42.79603,0.0,0.0,LRGDEFL2B,tierA|vd=233+-14|z=0.178|ACSWFC|4440s|P10152
G4B_00653,133.51147,43.87341,0.0,0.0,LRGDEFL2B,tierA|vd=235+-44|z=0.518|WFC3UVIS|4400s|P--
G4B_00654,195.34809,27.05586,0.0,0.0,LRGDEFL2B,tierA|vd=218+-17|z=0.201|ACSWFC|4400s|P--
G4B_00655,209.96067,62.51812,0.0,0.0,LRGDEFL2B,tierA|vd=246+-31|z=0.327|ACSWFC|4360s|P11591
G4B_00656,209.95605,62.51334,0.0,0.0,LRGDEFL2B,tierA|vd=215+-21|z=0.324|ACSWFC|4360s|P11591
G4B_00657,259.23163,60.30114,0.0,0.0,LRGDEFL2B,tierA|vd=193+-11|z=0.270|ACSWFC|4360s|P--
G4B_00658,231.16705,9.94522,0.0,0.0,LRGDEFL2B,tierA|vd=203+-8|z=0.078|ACSWFC|4332s|P--
G4B_00659,231.16985,9.96932,0.0,0.0,LRGDEFL2B,tierA|vd=196+-12|z=0.078|ACSWFC|4332s|P--
G4B_00660,42.01875,-3.53509,0.0,0.0,LRGDEFL2B,tierA|vd=235+-15|z=0.196|ACSWFC|4243s|P--
G4B_00661,42.01005,-3.53382,0.0,0.0,LRGDEFL2B,tierA|vd=233+-11|z=0.191|ACSWFC|4243s|P--
G4B_00662,42.03451,-3.52751,0.0,0.0,LRGDEFL2B,tierA|vd=203+-14|z=0.191|ACSWFC|4243s|P--
G4B_00663,42.01562,-3.51719,0.0,0.0,LRGDEFL2B,tierA|vd=120+-18|z=0.182|ACSWFC|4243s|P--
G4B_00664,179.32859,33.59860,0.0,0.0,LRGDEFL2B,tierA|vd=228+-28|z=0.440|ACSWFC|4240s|P--
G4B_00665,179.31324,33.61070,0.0,0.0,LRGDEFL2B,tierA|vd=218+-21|z=0.220|ACSWFC|4240s|P--
G4B_00666,179.33327,33.62717,0.0,0.0,LRGDEFL2B,tierA|vd=212+-15|z=0.214|ACSWFC|4240s|P--
G4B_00667,179.30908,33.60535,0.0,0.0,LRGDEFL2B,tierA|vd=205+-14|z=0.211|ACSWFC|4240s|P--
G4B_00668,179.32040,33.60744,0.0,0.0,LRGDEFL2B,tierA|vd=190+-16|z=0.214|ACSWFC|4240s|P--
G4B_00669,179.32989,33.60793,0.0,0.0,LRGDEFL2B,tierA|vd=145+-14|z=0.211|ACSWFC|4240s|P--
G4B_00670,34.39418,-3.78768,0.0,0.0,LRGDEFL2B,tierA|vd=173+-26|z=0.291|ACSWFC|4142s|P17172
G4B_00671,170.62198,34.28499,0.0,0.0,LRGDEFL2B,tierA|vd=229+-24|z=0.358|ACSWFC|4128s|P13014
G4B_00672,197.74534,-3.18329,0.0,0.0,LRGDEFL2B,tierA|vd=199+-28|z=0.434|ACSWFC|4126s|P--
G4B_00673,40.27354,-8.28816,0.0,0.0,LRGDEFL2B,tierA|vd=230+-11|z=0.138|ACSWFC|4092s|P--
G4B_00674,207.75095,38.03556,0.0,0.0,LRGDEFL2B,tierA|vd=183+-14|z=0.162|ACSWFC|4080s|P17140
G4B_00675,120.20871,36.06873,0.0,0.0,LRGDEFL2B,tierA|vd=201+-24|z=0.283|ACSWFC|4046s|P--
G4B_00676,120.25097,36.04291,0.0,0.0,LRGDEFL2B,tierA|vd=199+-14|z=0.283|ACSWFC|4046s|P--
G4B_00677,120.24628,36.06596,0.0,0.0,LRGDEFL2B,tierA|vd=199+-22|z=0.286|ACSWFC|4046s|P--
G4B_00678,120.22531,36.05598,0.0,0.0,LRGDEFL2B,tierA|vd=184+-16|z=0.291|ACSWFC|4046s|P--
G4B_00679,38.54760,-0.46026,0.0,0.0,LRGDEFL2B,tierA|vd=170+-9|z=0.112|ACSWFC|4010s|P--
G4B_00680,10.48474,-9.38242,0.0,0.0,LRGDEFL2B,tierA|vd=148+-9|z=0.059|WFC3UVIS|4000s|P--
G4B_00681,168.98912,1.50207,0.0,0.0,LRGDEFL2B,tierA|vd=173+-15|z=0.168|ACSWFC|3999s|P--
G4B_00682,260.06188,35.60731,0.0,0.0,LRGDEFL2B,tierA|vd=247+-29|z=0.395|ACSWFC|3988s|P--
G4B_00683,186.66433,0.04497,0.0,0.0,LRGDEFL2B,tierA|vd=238+-16|z=0.340|ACSWFC|3970s|P9902
G4B_00684,13.30282,22.47512,0.0,0.0,LRGDEFL2B,tierA|vd=248+-6|z=0.104|ACSWFC|3950s|P14268
G4B_00685,38.55865,-0.46008,0.0,0.0,LRGDEFL2B,tierA|vd=146+-13|z=0.111|ACSWFC|3950s|P9902
G4B_00686,38.90637,-0.10805,0.0,0.0,LRGDEFL2B,tierA|vd=146+-20|z=0.206|ACSWFC|3950s|P9902
G4B_00687,359.81894,30.67964,0.0,0.0,LRGDEFL2B,tierA|vd=227+-17|z=0.340|WFC3UVIS|3949s|P--
G4B_00688,322.43025,0.08158,0.0,0.0,LRGDEFL2B,tierA|vd=231+-24|z=0.235|ACSWFC|3933s|P--
G4B_00689,322.43129,0.09957,0.0,0.0,LRGDEFL2B,tierA|vd=221+-36|z=0.231|ACSWFC|3933s|P--
G4B_00690,322.40630,0.08291,0.0,0.0,LRGDEFL2B,tierA|vd=206+-11|z=0.234|ACSWFC|3933s|P--
G4B_00691,322.42831,0.09790,0.0,0.0,LRGDEFL2B,tierA|vd=192+-34|z=0.237|ACSWFC|3933s|P--
G4B_00692,322.40354,0.10466,0.0,0.0,LRGDEFL2B,tierA|vd=166+-18|z=0.230|ACSWFC|3933s|P--
G4B_00693,322.43913,0.07885,0.0,0.0,LRGDEFL2B,tierA|vd=164+-17|z=0.239|ACSWFC|3933s|P--
G4B_00694,322.39807,0.08153,0.0,0.0,LRGDEFL2B,tierA|vd=161+-22|z=0.228|ACSWFC|3933s|P--
G4B_00695,351.97384,-2.17217,0.0,0.0,LRGDEFL2B,tierA|vd=226+-32|z=0.457|ACSWFC|3884s|P10846
G4B_00696,158.73187,52.03138,0.0,0.0,LRGDEFL2B,tierA|vd=205+-14|z=0.195|ACSWFC|3725s|P12549
G4B_00697,158.83789,52.00730,0.0,0.0,LRGDEFL2B,tierA|vd=126+-11|z=0.141|ACSWFC|3725s|P12549
G4B_00698,146.17641,9.61912,0.0,0.0,LRGDEFL2B,tierA|vd=184+-14|z=0.207|WFC3UVIS|3494s|P--
G4B_00699,205.11692,40.76067,0.0,0.0,LRGDEFL2B,tierA|vd=231+-18|z=0.279|ACSWFC|3381s|P15275
