name,ra_deg,dec_deg,theta_E_pub,q_pub,survey,src_table
G4B_01486,170.38482,14.18813,0.0,0.0,LRGDEFL2B,tierA|vd=236+-34|z=0.436|ACSWFC|750s|P17797
G4B_01487,168.40907,22.13800,0.0,0.0,LRGDEFL2B,tierA|vd=233+-17|z=0.366|WFC3UVIS|750s|P12304
G4B_01488,135.10573,39.06491,0.0,0.0,LRGDEFL2B,tierA|vd=229+-27|z=0.058|ACSWFC|750s|P--
G4B_01489,161.49848,14.24826,0.0,0.0,LRGDEFL2B,tierA|vd=218+-39|z=0.469|ACSWFC|750s|P17797
G4B_01490,170.81900,56.06208,0.0,0.0,LRGDEFL2B,tierA|vd=218+-20|z=0.406|ACSWFC|750s|P17797
G4B_01491,169.05353,13.93404,0.0,0.0,LRGDEFL2B,tierA|vd=212+-16|z=0.310|ACSWFC|750s|P17797
G4B_01492,232.59700,27.29199,0.0,0.0,LRGDEFL2B,tierA|vd=206+-12|z=0.194|WFC3UVIS|750s|P--
G4B_01493,200.94581,40.98333,0.0,0.0,LRGDEFL2B,tierA|vd=182+-18|z=0.279|ACSWFC|750s|P17797
G4B_01494,133.18265,32.83278,0.0,0.0,LRGDEFL2B,tierA|vd=170+-17|z=0.150|ACSWFC|750s|P17797
G4B_01495,126.74868,24.72117,0.0,0.0,LRGDEFL2B,tierA|vd=151+-12|z=0.067|WFC3UVIS|750s|P16758
G4B_01496,231.74766,35.97696,0.0,0.0,LRGDEFL2B,tierA|vd=127+-11|z=0.055|ACSWFC|750s|P10592
G4B_01497,136.51544,52.04403,0.0,0.0,LRGDEFL2B,tierA|vd=233+-37|z=0.462|WFC3UVIS|740s|P17177
G4B_01498,135.24958,52.65241,0.0,0.0,LRGDEFL2B,tierA|vd=228+-29|z=0.369|WFC3UVIS|740s|P--
G4B_01499,230.50936,50.17441,0.0,0.0,LRGDEFL2B,tierA|vd=181+-11|z=0.074|ACSWFC|740s|P16845
G4B_01500,230.50668,50.17463,0.0,0.0,LRGDEFL2B,tierA|vd=161+-5|z=0.074|ACSWFC|740s|P16845
G4B_01501,213.96839,52.05248,0.0,0.0,LRGDEFL2B,tierA|vd=139+-12|z=0.112|WFC3UVIS|740s|P17177
G4B_01502,136.48829,52.06123,0.0,0.0,LRGDEFL2B,tierA|vd=138+-11|z=0.082|WFC3UVIS|740s|P17177
G4B_01503,212.05311,52.33237,0.0,0.0,LRGDEFL2B,tierA|vd=137+-9|z=0.081|WFC3UVIS|740s|P17177
G4B_01504,230.51050,50.17197,0.0,0.0,LRGDEFL2B,tierA|vd=130+-7|z=0.074|ACSWFC|740s|P16845
G4B_01505,200.12381,34.14303,0.0,0.0,LRGDEFL2B,tierA|vd=125+-10|z=0.118|ACSWFC|740s|P10592
G4B_01506,224.60117,-1.10553,0.0,0.0,LRGDEFL2B,tierA|vd=181+-29|z=0.287|WFC3UVIS|736s|P--
G4B_01507,170.07842,12.86561,0.0,0.0,LRGDEFL2B,tierA|vd=247+-20|z=0.296|ACSWFC|720s|P10402
G4B_01508,246.84077,57.60755,0.0,0.0,LRGDEFL2B,tierA|vd=209+-8|z=0.132|ACSWFC|720s|P14606
G4B_01509,33.49555,-5.83849,0.0,0.0,LRGDEFL2B,tierA|vd=197+-19|z=0.356|ACSWFC|720s|P--
G4B_01510,183.44145,2.81083,0.0,0.0,LRGDEFL2B,tierA|vd=188+-20|z=0.073|ACSWFC|720s|P10592
G4B_01511,252.78265,26.31188,0.0,0.0,LRGDEFL2B,tierA|vd=169+-29|z=0.403|ACSWFC|720s|P14606
G4B_01512,183.46388,2.80160,0.0,0.0,LRGDEFL2B,tierA|vd=146+-8|z=0.075|ACSWFC|720s|P10592
G4B_01513,4.68661,-10.37802,0.0,0.0,LRGDEFL2B,tierA|vd=143+-6|z=0.076|ACSWFC|720s|P--
G4B_01514,154.98324,8.23054,0.0,0.0,LRGDEFL2B,tierA|vd=142+-7|z=0.182|ACSWFC|720s|P--
G4B_01515,12.05225,1.91162,0.0,0.0,LRGDEFL2B,tierA|vd=206+-17|z=0.366|ACSWFC|702s|P15683
G4B_01516,12.07649,1.89611,0.0,0.0,LRGDEFL2B,tierA|vd=200+-11|z=0.180|ACSWFC|702s|P15683
G4B_01517,42.09127,-3.57378,0.0,0.0,LRGDEFL2B,tierA|vd=210+-10|z=0.187|WFC3UVIS|701s|P12065
G4B_01518,191.49150,17.53081,0.0,0.0,LRGDEFL2B,tierA|vd=243+-18|z=0.267|WFC3UVIS|700s|P--
G4B_01519,203.89828,28.88084,0.0,0.0,LRGDEFL2B,tierA|vd=241+-34|z=0.466|WFC3UVIS|700s|P14754
G4B_01520,254.85425,37.58010,0.0,0.0,LRGDEFL2B,tierA|vd=188+-8|z=0.136|WFC3UVIS|700s|P14754
G4B_01521,165.70688,17.97146,0.0,0.0,LRGDEFL2B,tierA|vd=166+-31|z=0.444|ACSWFC|700s|P9765
G4B_01522,157.29673,42.29525,0.0,0.0,LRGDEFL2B,tierA|vd=129+-8|z=0.092|WFC3UVIS|700s|P--
G4B_01523,220.62977,0.34577,0.0,0.0,LRGDEFL2B,tierA|vd=248+-12|z=0.176|WFC3UVIS|696s|P18085
G4B_01524,198.20043,8.39368,0.0,0.0,LRGDEFL2B,tierA|vd=247+-15|z=0.210|WFC3UVIS|696s|P18085
G4B_01525,219.49083,36.86684,0.0,0.0,LRGDEFL2B,tierA|vd=246+-18|z=0.187|WFC3UVIS|696s|P18085
G4B_01526,220.61960,0.35181,0.0,0.0,LRGDEFL2B,tierA|vd=240+-20|z=0.169|WFC3UVIS|696s|P18085
G4B_01527,138.37958,0.65174,0.0,0.0,LRGDEFL2B,tierA|vd=235+-20|z=0.409|WFC3UVIS|696s|P18085
G4B_01528,142.12409,-0.75360,0.0,0.0,LRGDEFL2B,tierA|vd=229+-42|z=0.355|WFC3UVIS|696s|P18085
G4B_01529,115.76660,32.15646,0.0,0.0,LRGDEFL2B,tierA|vd=227+-12|z=0.155|WFC3UVIS|696s|P18085
G4B_01530,188.33399,14.13244,0.0,0.0,LRGDEFL2B,tierA|vd=223+-39|z=0.507|WFC3UVIS|696s|P--
G4B_01531,138.36946,0.63426,0.0,0.0,LRGDEFL2B,tierA|vd=218+-13|z=0.168|WFC3UVIS|696s|P18085
G4B_01532,132.26452,15.60763,0.0,0.0,LRGDEFL2B,tierA|vd=218+-29|z=0.408|WFC3UVIS|696s|P18085
G4B_01533,220.61343,0.33732,0.0,0.0,LRGDEFL2B,tierA|vd=212+-15|z=0.177|WFC3UVIS|696s|P18085
G4B_01534,138.38909,0.64232,0.0,0.0,LRGDEFL2B,tierA|vd=208+-38|z=0.504|WFC3UVIS|696s|P18085
G4B_01535,181.93020,-1.06547,0.0,0.0,LRGDEFL2B,tierA|vd=205+-20|z=0.180|WFC3UVIS|696s|P18085
G4B_01536,227.65527,2.60112,0.0,0.0,LRGDEFL2B,tierA|vd=196+-25|z=0.222|WFC3UVIS|696s|P18085
G4B_01537,327.19841,2.99158,0.0,0.0,LRGDEFL2B,tierA|vd=191+-36|z=0.539|WFC3UVIS|696s|P18085
G4B_01538,132.25899,-1.30649,0.0,0.0,LRGDEFL2B,tierA|vd=184+-29|z=0.437|WFC3UVIS|696s|P18085
G4B_01539,164.17312,16.31881,0.0,0.0,LRGDEFL2B,tierA|vd=178+-12|z=0.161|WFC3UVIS|696s|P18085
G4B_01540,132.28705,15.57487,0.0,0.0,LRGDEFL2B,tierA|vd=164+-14|z=0.202|WFC3UVIS|696s|P18085
G4B_01541,115.76219,32.13633,0.0,0.0,LRGDEFL2B,tierA|vd=140+-28|z=0.290|WFC3UVIS|696s|P18085
G4B_01542,194.55867,3.53483,0.0,0.0,LRGDEFL2B,tierA|vd=128+-7|z=0.061|WFC3UVIS|696s|P18085
G4B_01543,199.10093,17.81079,0.0,0.0,LRGDEFL2B,tierA|vd=231+-9|z=0.107|ACSWFC|689s|P13297
G4B_01544,193.17207,40.81593,0.0,0.0,LRGDEFL2B,tierA|vd=247+-27|z=0.369|ACSWFC|680s|P11613
G4B_01545,325.57966,12.51277,0.0,0.0,LRGDEFL2B,tierA|vd=222+-20|z=0.194|WFC3UVIS|680s|P13029
G4B_01546,123.56582,18.44988,0.0,0.0,LRGDEFL2B,tierA|vd=208+-22|z=0.389|WFC3UVIS|680s|P13029
G4B_01547,145.51873,23.67841,0.0,0.0,LRGDEFL2B,tierA|vd=219+-29|z=0.487|ACSWFC|679s|P15444
G4B_01548,2.62772,10.96565,0.0,0.0,LRGDEFL2B,tierA|vd=178+-6|z=0.089|ACSWFC|679s|P15444
G4B_01549,125.07071,8.20090,0.0,0.0,LRGDEFL2B,tierA|vd=249+-14|z=0.198|ACSWFC|674s|P17308
G4B_01550,225.67962,13.59557,0.0,0.0,LRGDEFL2B,tierA|vd=246+-39|z=0.449|ACSWFC|674s|P17308
G4B_01551,120.88505,8.68482,0.0,0.0,LRGDEFL2B,tierA|vd=246+-27|z=0.395|ACSWFC|674s|P15444
G4B_01552,11.89134,3.36659,0.0,0.0,LRGDEFL2B,tierA|vd=242+-11|z=0.265|ACSWFC|674s|P17308
G4B_01553,22.60658,7.41970,0.0,0.0,LRGDEFL2B,tierA|vd=237+-8|z=0.237|ACSWFC|674s|P17308
G4B_01554,179.69407,42.56546,0.0,0.0,LRGDEFL2B,tierA|vd=229+-25|z=0.382|ACSWFC|674s|P--
G4B_01555,344.35556,23.81700,0.0,0.0,LRGDEFL2B,tierA|vd=229+-41|z=0.480|ACSWFC|674s|P17308
G4B_01556,125.04815,8.19200,0.0,0.0,LRGDEFL2B,tierA|vd=229+-16|z=0.197|ACSWFC|674s|P17308
G4B_01557,196.92933,6.70362,0.0,0.0,LRGDEFL2B,tierA|vd=227+-12|z=0.230|ACSWFC|674s|P17308
G4B_01558,217.07367,53.25378,0.0,0.0,LRGDEFL2B,tierA|vd=226+-15|z=0.202|ACSWFC|674s|P--
G4B_01559,160.30232,17.19029,0.0,0.0,LRGDEFL2B,tierA|vd=219+-22|z=0.348|ACSWFC|674s|P17308
G4B_01560,224.71435,-2.04260,0.0,0.0,LRGDEFL2B,tierA|vd=217+-34|z=0.525|ACSWFC|674s|P17308
G4B_01561,164.93154,65.06844,0.0,0.0,LRGDEFL2B,tierA|vd=216+-11|z=0.084|ACSWFC|674s|P15444
G4B_01562,170.63243,23.46488,0.0,0.0,LRGDEFL2B,tierA|vd=215+-26|z=0.363|ACSWFC|674s|P17308
G4B_01563,7.09554,6.55548,0.0,0.0,LRGDEFL2B,tierA|vd=211+-14|z=0.263|ACSWFC|674s|P17308
G4B_01564,2.28271,-0.60647,0.0,0.0,LRGDEFL2B,tierA|vd=206+-7|z=0.074|ACSWFC|674s|P15444
G4B_01565,115.94353,24.96971,0.0,0.0,LRGDEFL2B,tierA|vd=203+-29|z=0.518|ACSWFC|674s|P17308
G4B_01566,137.00290,62.40852,0.0,0.0,LRGDEFL2B,tierA|vd=194+-12|z=0.164|ACSWFC|674s|P17308
G4B_01567,202.96018,51.57547,0.0,0.0,LRGDEFL2B,tierA|vd=190+-14|z=0.196|ACSWFC|674s|P15445
G4B_01568,247.00527,51.76133,0.0,0.0,LRGDEFL2B,tierA|vd=188+-5|z=0.073|ACSWFC|674s|P--
G4B_01569,337.43711,0.49700,0.0,0.0,LRGDEFL2B,tierA|vd=182+-26|z=0.521|ACSWFC|674s|P17308
G4B_01570,33.19666,0.57594,0.0,0.0,LRGDEFL2B,tierA|vd=182+-8|z=0.088|ACSWFC|674s|P17308
G4B_01571,49.24898,1.27242,0.0,0.0,LRGDEFL2B,tierA|vd=179+-14|z=0.111|ACSWFC|674s|P15444
G4B_01572,216.11753,24.60934,0.0,0.0,LRGDEFL2B,tierA|vd=166+-9|z=0.087|ACSWFC|674s|P--
G4B_01573,184.76849,8.88103,0.0,0.0,LRGDEFL2B,tierA|vd=163+-15|z=0.143|ACSWFC|674s|P17240
G4B_01574,202.95744,51.55377,0.0,0.0,LRGDEFL2B,tierA|vd=162+-13|z=0.196|ACSWFC|674s|P15445
G4B_01575,2.83606,-8.77697,0.0,0.0,LRGDEFL2B,tierA|vd=159+-17|z=0.336|ACSWFC|674s|P17308
G4B_01576,203.96879,3.00053,0.0,0.0,LRGDEFL2B,tierA|vd=155+-8|z=0.114|ACSWFC|674s|P--
G4B_01577,152.01117,19.71804,0.0,0.0,LRGDEFL2B,tierA|vd=154+-12|z=0.153|ACSWFC|674s|P17308
G4B_01578,225.71956,13.61760,0.0,0.0,LRGDEFL2B,tierA|vd=146+-27|z=0.226|ACSWFC|674s|P17308
G4B_01579,349.75002,0.23565,0.0,0.0,LRGDEFL2B,tierA|vd=146+-6|z=0.056|ACSWFC|674s|P--
G4B_01580,208.62159,13.46871,0.0,0.0,LRGDEFL2B,tierA|vd=134+-11|z=0.063|ACSWFC|674s|P15444
G4B_01581,208.62107,13.46592,0.0,0.0,LRGDEFL2B,tierA|vd=134+-16|z=0.063|ACSWFC|674s|P15444
G4B_01582,139.99497,33.63055,0.0,0.0,LRGDEFL2B,tierA|vd=121+-15|z=0.163|WFC3UVIS|673s|P--
G4B_01583,188.96927,29.19418,0.0,0.0,LRGDEFL2B,tierA|vd=248+-22|z=0.297|WFC3UVIS|657s|P17177
G4B_01584,188.95314,29.19413,0.0,0.0,LRGDEFL2B,tierA|vd=241+-9|z=0.064|WFC3UVIS|657s|P17177
G4B_01585,239.62227,27.45960,0.0,0.0,LRGDEFL2B,tierA|vd=235+-11|z=0.095|WFC3UVIS|657s|P--
G4B_01586,29.34422,12.23437,0.0,0.0,LRGDEFL2B,tierA|vd=186+-24|z=0.455|ACSWFC|650s|P14606
G4B_01587,155.55587,21.51158,0.0,0.0,LRGDEFL2B,tierA|vd=127+-7|z=0.054|WFC3UVIS|649s|P--
G4B_01588,240.75453,19.77048,0.0,0.0,LRGDEFL2B,tierA|vd=145+-8|z=0.105|WFC3UVIS|648s|P--
G4B_01589,156.58851,12.74595,0.0,0.0,LRGDEFL2B,tierA|vd=156+-8|z=0.088|WFC3UVIS|641s|P--
G4B_01590,130.50234,11.67227,0.0,0.0,LRGDEFL2B,tierA|vd=153+-7|z=0.066|WFC3UVIS|641s|P--
G4B_01591,183.35262,14.01264,0.0,0.0,LRGDEFL2B,tierA|vd=146+-16|z=0.153|WFC3UVIS|641s|P17177
G4B_01592,120.98148,9.96269,0.0,0.0,LRGDEFL2B,tierA|vd=195+-31|z=0.479|WFC3UVIS|637s|P--
G4B_01593,35.82648,-8.61829,0.0,0.0,LRGDEFL2B,tierA|vd=184+-10|z=0.109|WFC3UVIS|637s|P--
G4B_01594,121.01892,9.96882,0.0,0.0,LRGDEFL2B,tierA|vd=183+-21|z=0.481|WFC3UVIS|637s|P--
G4B_01595,357.00694,-9.19879,0.0,0.0,LRGDEFL2B,tierA|vd=177+-10|z=0.093|WFC3UVIS|637s|P--
G4B_01596,211.31075,9.27584,0.0,0.0,LRGDEFL2B,tierA|vd=144+-8|z=0.069|WFC3UVIS|637s|P--
G4B_01597,313.40305,0.89576,0.0,0.0,LRGDEFL2B,tierA|vd=171+-12|z=0.156|WFC3UVIS|634s|P--
G4B_01598,136.80457,-0.05635,0.0,0.0,LRGDEFL2B,tierA|vd=167+-10|z=0.094|WFC3UVIS|634s|P17177
G4B_01599,346.35591,0.40389,0.0,0.0,LRGDEFL2B,tierA|vd=155+-21|z=0.225|WFC3UVIS|634s|P17177
G4B_01600,183.29595,2.91717,0.0,0.0,LRGDEFL2B,tierA|vd=154+-29|z=0.471|WFC3UVIS|634s|P--
G4B_01601,140.95398,0.98680,0.0,0.0,LRGDEFL2B,tierA|vd=147+-12|z=0.087|WFC3UVIS|634s|P17177
G4B_01602,183.30947,2.93219,0.0,0.0,LRGDEFL2B,tierA|vd=137+-14|z=0.133|WFC3UVIS|634s|P--
G4B_01603,11.05811,1.15402,0.0,0.0,LRGDEFL2B,tierA|vd=125+-19|z=0.112|WFC3UVIS|634s|P--
G4B_01604,150.91084,29.11609,0.0,0.0,LRGDEFL2B,tierA|vd=199+-33|z=0.343|ACSWFC|625s|P9468
G4B_01605,185.06709,30.32741,0.0,0.0,LRGDEFL2B,tierA|vd=137+-19|z=0.137|WFC3UVIS|624s|P--
G4B_01606,184.38328,45.69643,0.0,0.0,LRGDEFL2B,tierA|vd=243+-17|z=0.255|ACSWFC|620s|P13364
G4B_01607,184.43245,45.71877,0.0,0.0,LRGDEFL2B,tierA|vd=188+-12|z=0.112|ACSWFC|620s|P13364
G4B_01608,168.76315,40.61151,0.0,0.0,LRGDEFL2B,tierA|vd=225+-8|z=0.076|WFC3UVIS|618s|P14068
G4B_01609,155.42829,13.11559,0.0,0.0,LRGDEFL2B,tierA|vd=188+-12|z=0.076|WFC3UVIS|618s|P14068
G4B_01610,168.74174,40.60317,0.0,0.0,LRGDEFL2B,tierA|vd=161+-8|z=0.076|WFC3UVIS|618s|P14068
G4B_01611,358.22077,-0.38592,0.0,0.0,LRGDEFL2B,tierA|vd=178+-25|z=0.235|ACSWFC|609s|P15213
G4B_01612,219.68765,14.90347,0.0,0.0,LRGDEFL2B,tierA|vd=250+-13|z=0.237|ACSWFC|600s|P--
G4B_01613,16.50926,0.76161,0.0,0.0,LRGDEFL2B,tierA|vd=234+-11|z=0.254|WFC3UVIS|600s|P--
G4B_01614,221.07012,42.65003,0.0,0.0,LRGDEFL2B,tierA|vd=231+-10|z=0.221|WFC3UVIS|600s|P12018
G4B_01615,358.41855,30.54151,0.0,0.0,LRGDEFL2B,tierA|vd=218+-16|z=0.275|ACSWFC|600s|P15279
G4B_01616,149.01829,42.90901,0.0,0.0,LRGDEFL2B,tierA|vd=214+-27|z=0.356|WFC3UVIS|600s|P--
G4B_01617,219.67750,14.89914,0.0,0.0,LRGDEFL2B,tierA|vd=213+-17|z=0.237|ACSWFC|600s|P--
G4B_01618,240.28539,16.01923,0.0,0.0,LRGDEFL2B,tierA|vd=180+-11|z=0.141|ACSWFC|600s|P--
G4B_01619,149.08126,42.91949,0.0,0.0,LRGDEFL2B,tierA|vd=178+-20|z=0.528|WFC3UVIS|600s|P--
G4B_01620,154.09862,37.92491,0.0,0.0,LRGDEFL2B,tierA|vd=247+-15|z=0.248|WFC3UVIS|580s|P12018
G4B_01621,191.62561,50.80563,0.0,0.0,LRGDEFL2B,tierA|vd=142+-28|z=0.536|WFC3UVIS|580s|P14785
G4B_01622,118.18416,45.94928,0.0,0.0,LRGDEFL2B,tierA|vd=230+-4|z=0.052|ACSWFC|572s|P15444
G4B_01623,158.26127,49.32310,0.0,0.0,LRGDEFL2B,tierA|vd=145+-21|z=0.160|WFC3UVIS|554s|P17826
G4B_01624,186.75412,48.45937,0.0,0.0,LRGDEFL2B,tierA|vd=130+-10|z=0.162|ACSWFC|530s|P13364
G4B_01625,185.26036,45.71631,0.0,0.0,LRGDEFL2B,tierA|vd=187+-30|z=0.511|ACSWFC|520s|P13364
G4B_01626,186.28552,14.78218,0.0,0.0,LRGDEFL2B,tierA|vd=219+-22|z=0.419|WFC3UVIS|500s|P15133
G4B_01627,186.36192,10.02953,0.0,0.0,LRGDEFL2B,tierA|vd=210+-10|z=0.303|WFC3UVIS|500s|P--
G4B_01628,150.11267,2.55610,0.0,0.0,LRGDEFL2B,tierA|vd=237+-34|z=0.502|ACSWFC|480s|P12328
G4B_01629,14.78328,2.61453,0.0,0.0,LRGDEFL2B,tierA|vd=219+-26|z=0.541|WFC3UVIS|480s|P16056
G4B_01630,14.75028,2.60893,0.0,0.0,LRGDEFL2B,tierA|vd=176+-23|z=0.382|WFC3UVIS|480s|P16056
G4B_01631,159.11509,43.96230,0.0,0.0,LRGDEFL2B,tierA|vd=209+-13|z=0.197|ACSWFC|450s|P15170
G4B_01632,174.23009,6.19750,0.0,0.0,LRGDEFL2B,tierA|vd=200+-33|z=0.461|ACSWFC|450s|P15170
G4B_01633,159.14003,43.94365,0.0,0.0,LRGDEFL2B,tierA|vd=199+-39|z=0.549|ACSWFC|450s|P15170
G4B_01634,123.73700,43.09085,0.0,0.0,LRGDEFL2B,tierA|vd=189+-27|z=0.509|ACSWFC|450s|P15170
G4B_01635,168.21917,7.78584,0.0,0.0,LRGDEFL2B,tierA|vd=187+-14|z=0.482|ACSWFC|450s|P--
G4B_01636,157.93503,11.71795,0.0,0.0,LRGDEFL2B,tierA|vd=181+-25|z=0.478|ACSWFC|450s|P15170
G4B_01637,117.25776,44.63140,0.0,0.0,LRGDEFL2B,tierA|vd=157+-30|z=0.504|ACSWFC|450s|P16025
G4B_01638,215.56096,2.07169,0.0,0.0,LRGDEFL2B,tierA|vd=247+-47|z=0.517|ACSWFC|420s|P12210
G4B_01639,219.12303,0.01588,0.0,0.0,LRGDEFL2B,tierA|vd=246+-26|z=0.502|ACSWFC|420s|P10587
G4B_01640,223.06063,-0.96190,0.0,0.0,LRGDEFL2B,tierA|vd=246+-19|z=0.314|ACSWFC|420s|P10587
G4B_01641,216.37679,9.83662,0.0,0.0,LRGDEFL2B,tierA|vd=245+-23|z=0.435|ACSWFC|420s|P12210
G4B_01642,216.24337,1.17179,0.0,0.0,LRGDEFL2B,tierA|vd=242+-26|z=0.307|ACSWFC|420s|P12210
G4B_01643,205.79213,60.84952,0.0,0.0,LRGDEFL2B,tierA|vd=236+-22|z=0.404|ACSWFC|420s|P--
G4B_01644,58.75972,-6.79652,0.0,0.0,LRGDEFL2B,tierA|vd=236+-12|z=0.125|ACSWFC|420s|P10587
G4B_01645,52.50728,-0.93503,0.0,0.0,LRGDEFL2B,tierA|vd=235+-13|z=0.223|ACSWFC|420s|P12210
G4B_01646,259.62976,64.41810,0.0,0.0,LRGDEFL2B,tierA|vd=234+-6|z=0.089|ACSWFC|420s|P10174
G4B_01647,148.37256,22.81593,0.0,0.0,LRGDEFL2B,tierA|vd=231+-41|z=0.464|ACSWFC|420s|P12210
G4B_01648,127.74049,19.67025,0.0,0.0,LRGDEFL2B,tierA|vd=230+-10|z=0.163|ACSWFC|420s|P12210
G4B_01649,164.22958,41.68363,0.0,0.0,LRGDEFL2B,tierA|vd=225+-9|z=0.135|ACSWFC|420s|P12210
G4B_01650,234.52420,58.28028,0.0,0.0,LRGDEFL2B,tierA|vd=221+-11|z=0.143|ACSWFC|420s|P--
G4B_01651,143.92485,-0.06704,0.0,0.0,LRGDEFL2B,tierA|vd=219+-20|z=0.347|ACSWFC|420s|P--
G4B_01652,255.58341,33.35712,0.0,0.0,LRGDEFL2B,tierA|vd=219+-11|z=0.092|ACSWFC|420s|P10174
G4B_01653,247.35685,13.53735,0.0,0.0,LRGDEFL2B,tierA|vd=218+-9|z=0.118|ACSWFC|420s|P12210
G4B_01654,29.87844,-0.10464,0.0,0.0,LRGDEFL2B,tierA|vd=218+-12|z=0.156|ACSWFC|420s|P12210
G4B_01655,119.44168,19.92627,0.0,0.0,LRGDEFL2B,tierA|vd=217+-11|z=0.119|ACSWFC|420s|P12210
G4B_01656,149.00518,30.24176,0.0,0.0,LRGDEFL2B,tierA|vd=215+-17|z=0.322|ACSWFC|420s|P12210
G4B_01657,194.62858,-3.01111,0.0,0.0,LRGDEFL2B,tierA|vd=214+-29|z=0.477|ACSWFC|420s|P12210
G4B_01658,31.74678,1.23209,0.0,0.0,LRGDEFL2B,tierA|vd=213+-12|z=0.136|ACSWFC|420s|P--
G4B_01659,223.08979,-0.97219,0.0,0.0,LRGDEFL2B,tierA|vd=212+-16|z=0.313|ACSWFC|420s|P10587
G4B_01660,140.19651,30.47377,0.0,0.0,LRGDEFL2B,tierA|vd=212+-20|z=0.290|ACSWFC|420s|P12210
G4B_01661,174.13877,4.43824,0.0,0.0,LRGDEFL2B,tierA|vd=211+-42|z=0.446|ACSWFC|420s|P--
G4B_01662,135.69661,51.97621,0.0,0.0,LRGDEFL2B,tierA|vd=210+-37|z=0.528|ACSWFC|420s|P12210
G4B_01663,132.91236,5.08539,0.0,0.0,LRGDEFL2B,tierA|vd=208+-30|z=0.460|ACSWFC|420s|P12210
G4B_01664,211.56263,25.48979,0.0,0.0,LRGDEFL2B,tierA|vd=207+-31|z=0.500|ACSWFC|420s|P--
G4B_01665,202.70307,-1.82620,0.0,0.0,LRGDEFL2B,tierA|vd=202+-9|z=0.148|ACSWFC|420s|P--
G4B_01666,143.57356,60.58608,0.0,0.0,LRGDEFL2B,tierA|vd=201+-6|z=0.102|ACSWFC|420s|P10587
G4B_01667,16.38662,1.21275,0.0,0.0,LRGDEFL2B,tierA|vd=195+-14|z=0.144|ACSWFC|420s|P12210
G4B_01668,29.88261,-0.10009,0.0,0.0,LRGDEFL2B,tierA|vd=194+-15|z=0.154|ACSWFC|420s|P12210
G4B_01669,29.87152,-0.08492,0.0,0.0,LRGDEFL2B,tierA|vd=194+-12|z=0.153|ACSWFC|420s|P12210
G4B_01670,29.86263,-0.09162,0.0,0.0,LRGDEFL2B,tierA|vd=194+-10|z=0.157|ACSWFC|420s|P12210
G4B_01671,190.63330,2.82353,0.0,0.0,LRGDEFL2B,tierA|vd=191+-12|z=0.205|ACSWFC|420s|P12210
G4B_01672,118.46264,34.28341,0.0,0.0,LRGDEFL2B,tierA|vd=186+-25|z=0.495|ACSWFC|420s|P12210
G4B_01673,202.70884,-1.79841,0.0,0.0,LRGDEFL2B,tierA|vd=185+-8|z=0.087|ACSWFC|420s|P--
G4B_01674,140.21066,30.46161,0.0,0.0,LRGDEFL2B,tierA|vd=184+-30|z=0.288|ACSWFC|420s|P12210
G4B_01675,216.41277,9.84702,0.0,0.0,LRGDEFL2B,tierA|vd=184+-11|z=0.159|ACSWFC|420s|P12210
G4B_01676,124.67102,54.17130,0.0,0.0,LRGDEFL2B,tierA|vd=182+-11|z=0.116|ACSWFC|420s|P12210
G4B_01677,166.65683,52.48632,0.0,0.0,LRGDEFL2B,tierA|vd=182+-14|z=0.115|ACSWFC|420s|P10587
G4B_01678,152.62678,31.40205,0.0,0.0,LRGDEFL2B,tierA|vd=181+-11|z=0.166|ACSWFC|420s|P12210
G4B_01679,153.21277,55.52940,0.0,0.0,LRGDEFL2B,tierA|vd=179+-9|z=0.170|ACSWFC|420s|P12210
G4B_01680,216.38670,9.86874,0.0,0.0,LRGDEFL2B,tierA|vd=176+-14|z=0.158|ACSWFC|420s|P12210
G4B_01681,143.94494,-0.04758,0.0,0.0,LRGDEFL2B,tierA|vd=174+-21|z=0.347|ACSWFC|420s|P--
G4B_01682,167.06274,2.89508,0.0,0.0,LRGDEFL2B,tierA|vd=173+-16|z=0.135|ACSWFC|420s|P10587
G4B_01683,140.22034,30.47965,0.0,0.0,LRGDEFL2B,tierA|vd=172+-21|z=0.292|ACSWFC|420s|P12210
G4B_01684,173.49823,60.43244,0.0,0.0,LRGDEFL2B,tierA|vd=172+-23|z=0.505|ACSWFC|420s|P10587
G4B_01685,140.22699,30.47283,0.0,0.0,LRGDEFL2B,tierA|vd=164+-25|z=0.291|ACSWFC|420s|P12210
G4B_01686,160.26438,36.43294,0.0,0.0,LRGDEFL2B,tierA|vd=163+-9|z=0.122|ACSWFC|420s|P12210
G4B_01687,236.87658,57.31251,0.0,0.0,LRGDEFL2B,tierA|vd=157+-14|z=0.191|ACSWFC|420s|P10174
G4B_01688,115.74505,34.83843,0.0,0.0,LRGDEFL2B,tierA|vd=154+-6|z=0.087|ACSWFC|420s|P10587
G4B_01689,159.78936,5.21632,0.0,0.0,LRGDEFL2B,tierA|vd=153+-8|z=0.072|ACSWFC|420s|P--
G4B_01690,223.09102,-0.97767,0.0,0.0,LRGDEFL2B,tierA|vd=151+-10|z=0.310|ACSWFC|420s|P10587
G4B_01691,52.48531,-0.92845,0.0,0.0,LRGDEFL2B,tierA|vd=145+-15|z=0.142|ACSWFC|420s|P12210
